Hybridization REF	TCGA-35-4123-01A-01R-1107-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.683833333333333
CREB3L1	1.78425
RPS11	0.8655
PNMA1	-1.091
MMP2	-0.370666666666667
C10orf90	-1.59675
ZHX3	-0.480333333333333
ERCC5	-0.37525
GPR98	0.382875
RXFP3	0.3535
APBB2	0.09875
PRO0478	-0.60525
KLHL13	-2.93975
PRSSL1	0.852333333333333
PDCL3	0.290666666666667
DECR1	-0.711125
SALL1	-3.00016666666667
CADM4	0.045
RPS18	0.844928571428571
HNRPD	-1.12191666666667
CFHR5	0.291833333333333
SLC10A7	0.324
OR2K2	-0.1315
LMAN1	-0.709375
SUHW1	-1.87225
CHD8	-0.8495
SUMO1	0.7455
GP1BA	0.0658
DDB1	-0.937
MYO9B	-0.4971
MMP7	7.7735
CRNKL1	-0.245375
C9orf45	-1.74766666666667
XAB2	-0.268875
RTN1	-0.012875
KLHL14	-0.92225
TBX10	-0.071
CENPQ	-0.847
UTY	-0.488785714285714
ZBTB12	-0.07
DTNBP1	-0.322875
KBTBD8	-0.5995
ZEB1	-0.0391666666666667
ZG16	0.725
MIER1	0.5173
ADAM5P	0.513
CHD9	-0.4590625
STK16	0.79825
KIAA1486	-0.00299999999999999
TOB2	0.11225
BANK1	3.663
OR2V2	0.14925
GRM2	0.113833333333333
PROSC	0.04
SPIN2B	-0.3535
PIR	-1.35122222222222
IPO9	-0.2726
EVC	0.183666666666667
CXCL13	1.68433333333333
KIAA1199	1.0927
SORL1	-0.277
NAT10	-0.78825
CHD1	-0.26175
SYN3	0.37725
SLC22A2	-0.129
SERPINF1	0.357666666666667
WDR34	-0.88825
OR7A17	0.3055
C9orf11	0.2225
RNF216L	-0.3154
LHB	0.318
STK25	-0.747875
TAOK3	0.181625
LOC152573	0.43975
C3orf39	-0.550875
C14orf108	-0.0736
CDC25B	-0.839636363636364
BMP3	0.9265
TMEM180	-0.1585
MAP1LC3C	1.617
CRYGC	-0.377
POU3F1	0.1979
C20orf32	-0.6935
CCDC95	0.508
HIGD1B	3.079
USP6NL	0.1995
ABCD4	0.548166666666667
DIMT1L	0.482333333333333
TEK	0.54075
SLC25A46	0.39175
LARP7	-1.5537
CD160	0.202333333333333
MT1JP	0.711333333333333
PHF20	-0.5141875
CPNE4	0.73825
GTPBP1	-1.25442857142857
RAB33B	1.02633333333333
ALDOC	-0.424375
ZNF212	-0.5285
NUDT1	-1.05433333333333
RFPL2	-0.6995
ZNF83	0.3385
GDPD5	-0.689375
PDCD4	-0.81725
CEP350	0.1935
OR10A2	0.27475
CST7	0.9825
CIAO1	-0.08875
SELL	0.8435
OR8J3	-0.3065
LTBP4	0.368833333333333
SIRT6	-0.20575
CCL19	4.52225
PPIL1	-0.364833333333333
GBP7	0.0868
STK17A	0.4818
ABR	-0.8295
OR9G1	0.463
