Hybridization REF	TCGA-44-2659-01A-01R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.575333333333333
CREB3L1	0.19
RPS11	1.043875
PNMA1	-0.709
MMP2	0.0211666666666667
C10orf90	-2.88675
ZHX3	-0.265833333333333
ERCC5	0.62375
GPR98	-2.182
RXFP3	0.6945
APBB2	-0.32275
PRO0478	-0.202
KLHL13	-1.96475
PRSSL1	-1.218
PDCL3	-0.353166666666667
DECR1	-0.987
SALL1	-0.452833333333333
CADM4	-0.7015
RPS18	1.16942857142857
HNRPD	-0.89425
CFHR5	-0.117166666666667
SLC10A7	0.37775
OR2K2	0.814
LMAN1	-0.490375
SUHW1	-3.4265
CHD8	-0.678
SUMO1	0.2031
GP1BA	1.0584
DDB1	-1.624
MYO9B	0.3728
MMP7	7.50225
CRNKL1	-0.355125
C9orf45	-1.50716666666667
XAB2	-0.31375
RTN1	1.246625
KLHL14	-1.168375
TBX10	-0.933
CENPQ	-1.52925
UTY	-1.43907692307692
ZBTB12	-0.3725
DTNBP1	1.20325
KBTBD8	-0.255166666666667
ZEB1	0.965
ZG16	-1.576
MIER1	0.839
ADAM5P	0.7965
CHD9	0.4751875
STK16	-0.19775
KIAA1486	-0.179
TOB2	0.457333333333333
BANK1	5.11975
OR2V2	0.20125
GRM2	0.0698333333333333
PROSC	0.048375
SPIN2B	0.3825
PIR	-1.40244444444444
IPO9	-0.6286
EVC	-0.3165
CXCL13	5.2255
KIAA1199	0.582
SORL1	0.99525
NAT10	-1.32125
CHD1	-0.49025
SYN3	-0.8525
SLC22A2	-0.31025
SERPINF1	0.124833333333333
WDR34	-1.427
OR7A17	-0.1545
C9orf11	0.144
RNF216L	0.779
LHB	-0.1985
STK25	-0.789
TAOK3	0.5925
LOC152573	6.1505
C3orf39	-0.660875
C14orf108	-0.1614
CDC25B	-0.840272727272727
BMP3	3.4515
TMEM180	-0.026
MAP1LC3C	1.227
CRYGC	-0.472
POU3F1	-1.0812
C20orf32	-0.198
CCDC95	-0.3285
HIGD1B	5.191
USP6NL	0.30475
ABCD4	-0.369333333333333
DIMT1L	-0.770416666666667
TEK	1.29975
SLC25A46	-0.03525
LARP7	-1.1657
CD160	0.270166666666667
MT1JP	0.136166666666667
PHF20	-0.74825
CPNE4	1.4985
GTPBP1	-0.988785714285714
RAB33B	1.00066666666667
ALDOC	-1.393875
ZNF212	-0.84225
NUDT1	0.0166666666666667
RFPL2	-1.1285
ZNF83	0.152166666666667
GDPD5	-1.098875
PDCD4	0.0594
CEP350	-0.25325
OR10A2	0.64825
CST7	1.68375
CIAO1	-1.00575
SELL	1.464
OR8J3	-0.5725
LTBP4	0.171333333333333
SIRT6	-0.52275
CCL19	5.4805
PPIL1	-0.431833333333333
GBP7	0.373666666666667
STK17A	0.817
ABR	-0.185
OR9G1	0.483
FOXE1	0.56
CNGA3	1.488
GML	-0.458
