Hybridization REF	TCGA-44-2666-01A-01R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.453583333333333
CREB3L1	2.04025
RPS11	1.23125
PNMA1	-0.38275
MMP2	-0.640333333333333
C10orf90	-2.62225
ZHX3	-1.054
ERCC5	0.754
GPR98	-0.565285714285714
RXFP3	0.1325
APBB2	-0.535
PRO0478	-1.114125
KLHL13	-2.6555
PRSSL1	-0.788
PDCL3	0.198333333333333
DECR1	0.081625
SALL1	-4.3955
CADM4	0.086
RPS18	1.09578571428571
HNRPD	-0.49525
CFHR5	0.263
SLC10A7	0.4845
OR2K2	0.169
LMAN1	0.082125
SUHW1	-2.41825
CHD8	-1.0309
SUMO1	0.4718
GP1BA	-0.00110000000000002
DDB1	-0.66
MYO9B	-0.433
MMP7	7.6145
CRNKL1	0.050875
C9orf45	-2.22666666666667
XAB2	-0.043625
RTN1	0.417875
KLHL14	-1.58725
TBX10	-1.13
CENPQ	-0.96075
UTY	1.69157142857143
ZBTB12	-0.2135
DTNBP1	-0.313625
KBTBD8	-0.919833333333333
ZEB1	-0.546333333333333
ZG16	-2.0365
MIER1	0.2705
ADAM5P	1.289
CHD9	-0.0191875
STK16	0.8515
KIAA1486	-0.2345
TOB2	0.7655
BANK1	4.19525
OR2V2	-0.0795
GRM2	-0.055
PROSC	0.49275
SPIN2B	0.3615
PIR	-2.06744444444444
IPO9	-0.254
EVC	-0.00866666666666664
CXCL13	2.689
KIAA1199	0.9023
SORL1	-0.09425
NAT10	-0.3395
CHD1	-0.316
SYN3	0.0495
SLC22A2	-0.21525
SERPINF1	-1.12483333333333
WDR34	-0.4805
OR7A17	0.228
C9orf11	-0.1605
RNF216L	-0.4805
LHB	-0.1
STK25	-0.075375
TAOK3	1.06775
LOC152573	-0.31525
C3orf39	-0.20325
C14orf108	0.1869
CDC25B	-0.379818181818182
BMP3	0.817
TMEM180	0.4195
MAP1LC3C	0.425
CRYGC	0.1195
POU3F1	-1.6214
C20orf32	-0.5715
CCDC95	0.158
HIGD1B	4.62925
USP6NL	0.374875
ABCD4	0.491
DIMT1L	-0.259333333333333
TEK	0.957
SLC25A46	-0.06175
LARP7	-1.444
CD160	-0.0498333333333333
MT1JP	-0.537166666666667
PHF20	-1.1098125
CPNE4	2.50125
GTPBP1	-0.726785714285714
RAB33B	0.944333333333333
ALDOC	-1.090125
ZNF212	-0.47225
NUDT1	-1.96033333333333
RFPL2	-0.6645
ZNF83	0.0861666666666667
GDPD5	-1.43725
PDCD4	-0.5645
CEP350	-0.693
OR10A2	0.00650000000000001
CST7	0.235
CIAO1	-0.616
SELL	0.699125
OR8J3	0.213
LTBP4	0.577833333333333
SIRT6	0.072
CCL19	3.52025
PPIL1	-0.4195
GBP7	0.0126666666666667
STK17A	-0.153
ABR	0.726
OR9G1	0.5115
FOXE1	-0.607875
CNGA3	0.754
GML	-0.3305
CD38	-0.948
ZDHHC6	0.849833333333333
NEFH	-3.10075
CTDSP2	0.885416666666667
PGBD5	-1.38183333333333
CCNY	0.127928571428571
RMND5B	-0.3705
ZNF257	-0.12975
FLJ22167	0.24225
EXOSC7	-0.0381666666666667
ROR2	-0.83
MAOA	3.942375
TNNT3	0.0203333333333333
GYPC	-1.8545
C7orf33	1.84
PLIN	0.181333333333333
LOC90826	0.402
RNF4	-0.1032
F8A1	0.2335
PLEKHG4	-0.15325
GRB2	-0.5438
HIST1H2AD	-0.0235
DUS3L	-0.372666666666667
EIF1	0.353333333333333
RP5-1077B9.4	-0.915333333333333
FPGT	1.47925
GDF10	4.465
COQ9	0.152
GCC2	1.1475
RARRES3	2.992
PLXNA1	0.0322
KIAA0100	-0.205
PMF1	0.42125
FNDC1	4.93125
HS2ST1	0.230166666666667
CRELD2	0.638
C8G	-2.2835
CD82	-0.18775
LIM2	-1.4675
UNQ6490	0.214
MMP16	-0.846
DRD3	-0.0605
C5orf26	-0.37875
C11orf73	-0.58625
PTP4A2	-0.274625
OR4M2	0.46
HPCA	-0.2445
SEC14L1	-1.52766666666667
CHFR	-0.11675
EMILIN1	-0.039125
NDUFS4	-0.33375
COL18A1	-1.293375
PDZD3	0.0453
C9orf16	-0.155666666666667
ERBB2IP	-0.0198333333333333
EMX2	-0.58125
FUS	-1.661
TF	-4.1901
CLCN4	-0.325166666666667
CXorf56	0.68075
C11orf72	0.1055
ELAC2	-1.15025
NPR1	-0.028
ASS1	0.404333333333333
USP42	-0.64725
POLR2J	-1.2625
SEC23IP	0.642
UQCRC1	-0.47275
LOC729603	-0.05075
C1orf71	-0.237
POLG	-1.9285
ADAM23	-3.41125
TFR2	-1.579
RICTOR	-1.2629
MGC39606	3.0715
C19orf55	-0.377125
SNAPC1	-1.096
GNA11	0.604625
CCDC52	0.653
FSIP1	0.2295
UPF3A	0.173375
IGSF11	-1.36166666666667
LAGE3	-0.853
CHST6	-2.15
UNC13B	1.65675
TTLL4	-1.220625
ZNF687	-0.463625
SDC2	-0.9735
COX7A2	-0.79975
LAMB4	0.15075
FAM24A	0.396
LRRTM3	-0.867166666666667
GPHB5	0.4215
OR4C13	0.0155
EIF3EIP	0.520714285714286
HABP4	-0.3495
TMEM125	5.36575
CNTN2	-0.389375
ASNSD1	-0.0005
FUT4	1.34225
ACF	-3.77825
LOC158381	0.542
CDH8	0.46925
AGPS	-0.423166666666667
C4orf18	-0.826625
PECI	0.118583333333333
UNG	-0.20625
GSTP1	1.7315
DCUN1D5	-0.642166666666667
DKFZP564J0863	0.175
SLC9A3R1	-0.465
BCDO2	-0.26425
CHMP7	-0.0535
REM2	-0.0325
DNHD1	-0.163875
FKBP4	-1.780625
ZNF350	2.10375
MGC11102	-0.467375
BST1	0.768
KISS1R	1.1455
NCR2	-0.183
DEFB125	-0.938
UBE2W	1.293625
KRT15	0.6205
C10orf99	-0.1335
SCN11A	0.394625
GFI1	-1.11375
RDHE2	5.81
FHL1	0.396166666666667
