Hybridization REF	TCGA-35-4122-01A-01R-1107-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.6345
CREB3L1	0.28525
RPS11	0.6295
PNMA1	-0.2865
MMP2	0.776
C10orf90	-1.69325
ZHX3	-1.01666666666667
ERCC5	-0.5145
GPR98	0.04725
RXFP3	0.511
APBB2	-0.52075
PRO0478	-0.845125
KLHL13	-2.84575
PRSSL1	1.8455
PDCL3	-0.348666666666667
DECR1	-0.192625
SALL1	-4.1246
CADM4	0.2425
RPS18	1.05107142857143
HNRPD	-1.62691666666667
CFHR5	1.64033333333333
SLC10A7	-0.152
OR2K2	-0.473
LMAN1	-0.127375
SUHW1	-2.5035
CHD8	-0.848
SUMO1	0.374
GP1BA	0.2292
DDB1	-1.42733333333333
MYO9B	-0.4134
MMP7	6.868
CRNKL1	-0.30975
C9orf45	-2.238
XAB2	-0.70625
RTN1	1.327875
KLHL14	-0.643142857142857
TBX10	-0.3065
CENPQ	-1.04525
UTY	-1.41475
ZBTB12	-0.179
DTNBP1	0.00937500000000001
KBTBD8	1.12433333333333
ZEB1	0.0103333333333333
ZG16	2.307
MIER1	0.9879
ADAM5P	-0.06
CHD9	-0.3389375
STK16	0.19625
KIAA1486	-0.1535
TOB2	0.18025
BANK1	4.8175
OR2V2	-0.135
GRM2	-0.025
PROSC	0.427875
SPIN2B	-0.47225
PIR	-3.08733333333333
IPO9	-0.692333333333333
EVC	-0.237833333333333
CXCL13	7.52383333333333
KIAA1199	1.1122
SORL1	-0.595
NAT10	-1.25025
CHD1	-0.83875
SYN3	0.45775
SLC22A2	-0.39475
SERPINF1	0.792333333333333
WDR34	-1.07075
OR7A17	0.318
C9orf11	0.285
RNF216L	-0.4489
LHB	0.2905
STK25	-1.000375
TAOK3	0.802
LOC152573	0.02
C3orf39	-0.94925
C14orf108	0.3087
CDC25B	-0.131
BMP3	3.342
TMEM180	0.331
MAP1LC3C	3.3005
CRYGC	-1.5935
POU3F1	-0.1744
C20orf32	-0.7835
CCDC95	-0.34
HIGD1B	4.854
USP6NL	0.4815
ABCD4	0.579666666666667
DIMT1L	-0.2855
TEK	1.677625
SLC25A46	0.01525
LARP7	-1.6169
CD160	1.77666666666667
MT1JP	-0.1035
PHF20	-1.09725
CPNE4	3.22575
GTPBP1	-0.958928571428571
RAB33B	1.164
ALDOC	-2.348
ZNF212	-0.04475
NUDT1	-1.8925
RFPL2	-0.612
ZNF83	-0.0586666666666667
GDPD5	-1.338875
PDCD4	0.3578
CEP350	-0.4315
OR10A2	0.6475
CST7	3.0955
CIAO1	0.38925
SELL	1.810125
OR8J3	0.0215
LTBP4	-0.452
SIRT6	0.00699999999999999
CCL19	5.52425
PPIL1	-0.0188333333333333
GBP7	0.183333333333333
STK17A	0.5207
ABR	0.032
OR9G1	0.677
FOXE1	1.348875
CNGA3	2.109
GML	0.2745
CD38	2.2075
ZDHHC6	0.578666666666667
NEFH	-3.23625
CTDSP2	0.70725
PGBD5	-1.683
CCNY	1.10457142857143
RMND5B	0.173666666666667
ZNF257	-2.29275
FLJ22167	-0.350375
EXOSC7	-0.880333333333333
ROR2	0.3
MAOA	1.188875
TNNT3	0.0576666666666666
GYPC	-0.822
C7orf33	0.6525
PLIN	0.412166666666667
LOC90826	-0.1875
RNF4	-0.3175
F8A1	0.6145
PLEKHG4	-1.041
GRB2	0.70075
HIST1H2AD	1.08025
DUS3L	-0.337833333333333
EIF1	0.0698333333333333
RP5-1077B9.4	-1.26216666666667
FPGT	0.44025
GDF10	0.7745
COQ9	-0.41825
GCC2	0.156928571428571
RARRES3	3.352375
PLXNA1	-0.4916
KIAA0100	-0.508
PMF1	0.4565
FNDC1	6.28375
HS2ST1	-0.1395
CRELD2	0.558
C8G	-1.6365
CD82	0.2915
LIM2	-0.7235
UNQ6490	0.574
MMP16	-0.2555
DRD3	0.58825
C5orf26	-1.1125
C11orf73	0.110625
PTP4A2	0.819125
OR4M2	0.0915
HPCA	-1.112
SEC14L1	-0.623
CHFR	0.670375
EMILIN1	0.82275
NDUFS4	-0.24475
COL18A1	-1.17175
PDZD3	0.211
C9orf16	0.465166666666667
ERBB2IP	0.315166666666667
EMX2	0.14675
FUS	-1.78725
TF	-4.1592
CLCN4	-0.322166666666667
CXorf56	0.2485
C11orf72	0.14275
ELAC2	-1.47808333333333
NPR1	-1.53925
ASS1	-0.959166666666667
USP42	-0.145625
POLR2J	0.435
SEC23IP	0.0518333333333333
UQCRC1	-0.59725
LOC729603	-0.98825
C1orf71	-0.459875
POLG	-2.935
ADAM23	-4.4075
TFR2	-1.14425
RICTOR	-0.8172
MGC39606	-0.2115
C19orf55	-0.40325
SNAPC1	-0.170666666666667
GNA11	-0.660375
CCDC52	0.0211666666666667
FSIP1	-0.2495
UPF3A	-1.3875
IGSF11	-1.87966666666667
LAGE3	0.8185
CHST6	-0.832
UNC13B	0.6305
TTLL4	-1.486375
ZNF687	0.139125
SDC2	-0.8912
COX7A2	0.40275
LAMB4	0.68375
FAM24A	2.158
LRRTM3	-0.514166666666667
GPHB5	0.564
OR4C13	0.1895
EIF3EIP	-0.255071428571429
HABP4	-0.6035
TMEM125	5.17175
CNTN2	0.10575
ASNSD1	0.5915
FUT4	-0.103875
ACF	-3.0135
LOC158381	0.387
CDH8	0.1725
AGPS	-0.884
C4orf18	1.23675
PECI	-1.312
UNG	-1.09625
GSTP1	0.00412500000000001
DCUN1D5	-0.904666666666667
DKFZP564J0863	-0.47825
SLC9A3R1	-1.737
BCDO2	0.152
CHMP7	-0.916875
REM2	0.788
DNHD1	-0.29225
FKBP4	-1.438
ZNF350	0.87425
MGC11102	0.106625
BST1	2.4455
KISS1R	1.0555
NCR2	0.8285
DEFB125	1.556
UBE2W	2.68825
KRT15	-0.579125
C10orf99	0.0735
SCN11A	0.268
