Hybridization REF	TCGA-44-4112-01A-01R-1107-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.69075
CREB3L1	0.95625
RPS11	0.577875
PNMA1	0.18725
MMP2	-0.119
C10orf90	-1.5925
ZHX3	-0.335166666666667
ERCC5	0.14675
GPR98	0.909
RXFP3	0.1125
APBB2	-0.2015
PRO0478	-0.4655
KLHL13	-3.091
PRSSL1	-0.320166666666667
PDCL3	0.125333333333333
DECR1	-0.5385
SALL1	-4.03833333333333
CADM4	0.917166666666667
RPS18	0.313357142857143
HNRPD	-0.780583333333333
CFHR5	-0.38925
SLC10A7	0.527125
OR2K2	-0.031
LMAN1	-0.214625
SUHW1	-2.7135
CHD8	-0.0363
SUMO1	0.5829
GP1BA	2.1865
DDB1	-0.446666666666667
MYO9B	-0.0034
MMP7	7.66625
CRNKL1	0.612625
C9orf45	-1.45016666666667
XAB2	-0.674625
RTN1	1.426
KLHL14	-0.959875
TBX10	-0.98
CENPQ	-1.2905
UTY	-1.29121428571429
ZBTB12	-0.5845
DTNBP1	0.483
KBTBD8	0.678
ZEB1	0.346833333333333
ZG16	-0.50325
MIER1	0.9383
ADAM5P	-0.372
CHD9	0.4818125
STK16	-0.26375
KIAA1486	0.2685
TOB2	0.32725
BANK1	5.60575
OR2V2	-0.04375
GRM2	-0.435166666666667
PROSC	-0.074375
SPIN2B	-0.60875
PIR	-1.88588888888889
IPO9	-0.0845
EVC	0.37
CXCL13	6.118
KIAA1199	0.5625
SORL1	1.07475
NAT10	-0.64875
CHD1	-0.19825
SYN3	-0.60875
SLC22A2	-0.45175
SERPINF1	0.424
WDR34	0.08725
OR7A17	-0.10025
C9orf11	-0.566
RNF216L	0.3745
LHB	-0.467
STK25	-0.667
TAOK3	1
LOC152573	0.93175
C3orf39	0.0135
C14orf108	0.2119
CDC25B	-1.74490909090909
BMP3	4.4185
TMEM180	-0.423
MAP1LC3C	0.9495
CRYGC	-0.848
POU3F1	-1.427
C20orf32	-0.8345
CCDC95	-0.721
HIGD1B	5.05625
USP6NL	0.121875
ABCD4	0.5545
DIMT1L	-1.2165
TEK	0.68275
SLC25A46	0.1005
LARP7	-1.3555
CD160	0.0316666666666667
MT1JP	0.835166666666667
