Hybridization REF	TCGA-44-2661-01A-01R-1107-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.120833333333333
CREB3L1	1.78425
RPS11	1.075125
PNMA1	-1.044
MMP2	-0.490333333333333
C10orf90	-3.381
ZHX3	-0.301833333333333
ERCC5	0.455
GPR98	0.303625
RXFP3	-0.036
APBB2	-0.0145
PRO0478	-1.073125
KLHL13	-2.9125
PRSSL1	0.639
PDCL3	0.882666666666667
DECR1	-0.08175
SALL1	-4.6565
CADM4	0.958
RPS18	0.937071428571428
HNRPD	-0.612333333333333
CFHR5	-0.559666666666667
SLC10A7	0.146857142857143
OR2K2	-0.7895
LMAN1	-0.158375
SUHW1	-2.77375
CHD8	-0.5673
SUMO1	0.9398
GP1BA	1.3075
DDB1	-0.861833333333333
MYO9B	-0.1176
MMP7	7.79425
CRNKL1	0.340375
C9orf45	-2.233
XAB2	-0.673125
RTN1	1.372125
KLHL14	-1.11525
TBX10	-0.6475
CENPQ	-1.57775
UTY	1.01338461538462
ZBTB12	-0.219
DTNBP1	1.03025
KBTBD8	-0.128666666666667
ZEB1	-0.583833333333333
ZG16	-1.20325
MIER1	0.4755
ADAM5P	2.275
CHD9	0.2095
STK16	-0.3925
KIAA1486	0.577
TOB2	0.961916666666667
BANK1	5.53075
OR2V2	0.33625
GRM2	0.00516666666666667
PROSC	-0.070875
SPIN2B	0.08025
PIR	-2.351
IPO9	-0.804
EVC	0.567666666666667
CXCL13	4.77233333333333
KIAA1199	-0.4591
SORL1	1.15125
NAT10	-1.04325
CHD1	-0.5385
SYN3	-0.31075
SLC22A2	-0.52075
SERPINF1	0.291833333333333
WDR34	-1.45975
OR7A17	0.1675
C9orf11	-0.3535
RNF216L	-0.1012
LHB	-0.2935
STK25	-0.796375
TAOK3	1.3815
LOC152573	0.166
C3orf39	-0.60075
C14orf108	0.2062
CDC25B	-1.82809090909091
BMP3	3.7845
TMEM180	0.275
MAP1LC3C	0.3665
CRYGC	-0.7335
POU3F1	-1.537
C20orf32	-0.9615
CCDC95	-0.5935
HIGD1B	5.34325
USP6NL	1.185375
ABCD4	0.7855
DIMT1L	-0.68
TEK	0.922
SLC25A46	-0.39775
LARP7	-1.8264
CD160	0.085
MT1JP	-0.806333333333333
PHF20	-0.5759375
CPNE4	0.6885
GTPBP1	-0.494571428571429
RAB33B	1.155
ALDOC	-1.359125
ZNF212	-0.428
NUDT1	-1.5555
RFPL2	-0.387
ZNF83	0.1115
GDPD5	-0.26325
PDCD4	0.87295
CEP350	0.44525
OR10A2	0.48375
CST7	1.916
CIAO1	-0.78975
SELL	1.632
OR8J3	0.5345
LTBP4	-0.820833333333333
SIRT6	-0.38425
CCL19	5.4845
PPIL1	-0.602
GBP7	-0.679
STK17A	-0.6753
ABR	0.95325
OR9G1	0.392
FOXE1	-0.351875
CNGA3	0.9725
GML	-0.087
CD38	0.333
ZDHHC6	-0.0381666666666667
NEFH	-3.753
CTDSP2	0.743583333333333
PGBD5	-1.183
CCNY	0.714357142857143
RMND5B	-0.738
ZNF257	-2.88175
FLJ22167	0.190125
EXOSC7	-0.318666666666667
ROR2	-0.773125
MAOA	1.605625
TNNT3	0.303
GYPC	-2.09975
C7orf33	
PLIN	0.286166666666667
LOC90826	0.068
RNF4	-0.0127
F8A1	1.1125
PLEKHG4	-0.000250000000000002
GRB2	-0.35185
HIST1H2AD	0.2135
DUS3L	-0.6725
EIF1	0.289666666666667
RP5-1077B9.4	-1.26566666666667
FPGT	0.54775
GDF10	1.8405
COQ9	-0.30825
GCC2	0.655571428571428
RARRES3	1.98675
PLXNA1	-0.4272
KIAA0100	-0.292
PMF1	1.16775
FNDC1	3.42375
HS2ST1	-0.0173333333333334
CRELD2	0.35075
C8G	-2.5055
CD82	0.798
LIM2	-1.132
UNQ6490	-2.842
MMP16	-0.22775
DRD3	-0.08025
C5orf26	-1.06975
C11orf73	-0.382375
PTP4A2	0.67475
OR4M2	0.044
HPCA	-0.882666666666667
SEC14L1	-0.9085
CHFR	0.118875
EMILIN1	-0.109875
NDUFS4	-0.545
COL18A1	-1.090125
PDZD3	0.2206
C9orf16	-0.276166666666667
ERBB2IP	0.306833333333333
EMX2	-1.2545
FUS	-1.93575
TF	-4.4789
CLCN4	-0.295166666666667
CXorf56	0.2435
C11orf72	0.2775
ELAC2	-1.39783333333333
NPR1	-1.82975
ASS1	-0.348833333333333
USP42	-0.33725
POLR2J	-0.5475
SEC23IP	1.162
UQCRC1	-0.51925
LOC729603	-0.5185
C1orf71	0.38925
POLG	-3.095
ADAM23	-4.12975
TFR2	-1.7795
RICTOR	-0.3677
MGC39606	-0.138
C19orf55	-0.556375
SNAPC1	-1.2775
GNA11	0.362
CCDC52	-0.783166666666667
FSIP1	0.458
UPF3A	-0.495875
IGSF11	-1.96333333333333
LAGE3	-0.727
CHST6	1.7775
UNC13B	1.17525
TTLL4	-1.66025
ZNF687	0.560625
SDC2	-0.7906
COX7A2	0.80175
LAMB4	-0.79725
FAM24A	0.6125
LRRTM3	-1.85383333333333
GPHB5	-0.21325
OR4C13	1.0255
EIF3EIP	0.3365
HABP4	-0.6975
TMEM125	5.28025
CNTN2	-0.201875
ASNSD1	0.3565
FUT4	0.022
ACF	-3.1965
LOC158381	0.817
CDH8	-2.051
AGPS	-0.722166666666667
C4orf18	0.914625
PECI	-1.06341666666667
UNG	-0.36825
GSTP1	1.069125
DCUN1D5	-1.1615
DKFZP564J0863	-0.62
SLC9A3R1	0.118125
BCDO2	1.526625
CHMP7	-0.217625
REM2	0.2345
DNHD1	-0.76675
FKBP4	-2.62575
ZNF350	1.6725
MGC11102	0.239875
BST1	1.0555
KISS1R	-0.0025
NCR2	0.324
DEFB125	-0.902
UBE2W	2.08575
KRT15	2.82
C10orf99	-0.144
SCN11A	-0.1665
GFI1	-1.198
RDHE2	4.31116666666667
FHL1	-1.063
OSGEP	0.283333333333333
GATA1	-3.65883333333333
SMC6	-1.37675
TTTY14	1.202
LPIN3	-0.2225
RPL4	-0.7798
RBPMS	1.2972
PRPF3	-0.513833333333333
EMR1	-1.491
SPATA19	-0.1955
XCR1	-0.3785
IRX3	0.7633
RBM6	-0.51475
KLF4	-1.7576
UNC5CL	4.005
SEBOX	-0.111
BTK	0.8665
KRCC1	-0.01125
C6orf27	0.0105
SYTL5	-0.369
PRND	1.307
LOC653319	-0.8295
PIGL	-0.4905
HUS1	0.179166666666667
SFRS6	0.349
C17orf77	0.5145
UIMC1	-0.565
FXYD2	-1.6896
LOC283152	1.8475
ZNF667	-0.7905
ZCCHC12	-0.88675
TFEC	3.082875
ATP7B	0.247
POLD2	-2.67666666666667
RG9MTD1	-0.65525
ACOT2	-0.493166666666667
HIST1H4I	0.091375
PPARGC1A	-1.7464
ETFA	-0.8547
POLRMT	-1.31825
ZNF146	0.08775
MIA2	-0.8835
KLHL6	0.209166666666667
HOXB5	0.08575
NENF	1.41316666666667
CUGBP1	-0.54825
PRSS22	2.66933333333333
CASC4	1.4552
CUL4B	0.755
CENPJ	-1.7017
PITX1	-2.0215
FLJ31033	0.996833333333333
CELSR3	-1.41
ZNF568	0.36125
ITSN1	-1.38241666666667
EHBP1L1	-1.19083333333333
C19orf2	-0.3155
DCTN1	-1.432
LIN28B	-3.5305
TNKS2	2.45175
C1QBP	-0.977625
CADPS2	2.819
SRMS	0.3825
GJA9	0.4615
MGC24975	-0.0598333333333333
TRIM45	-1.1005
TSP50	0.384
TCP1	-0.913
TMED7	0.8587
CMA1	0.344
CENPL	-0.8225
PTCRA	0.4345
FST	-6.2185
VWCE	-3.63275
PAWR	-0.0895
ABCC12	-0.3754
LDLR	-1.1297
ASTN2	-0.4526
LOC441212	-1.154875
GPATCH8	0.01
TANC2	0.185166666666667
KIF4A	-3.431
C18orf18	-0.5845
PGM1	-1.148
KIAA0258	0.04075
CPD	2.05675
SNCAIP	-1.45075
DCT	-4.34666666666667
HLA-DOA	2.99495454545455
OR11L1	0.4715
UPK1B	-0.5825
DNAJB4	-1.4985
UGT1A8	0.2415
HIST1H4L	-0.1495
PECR	-0.326
HSPA2	0.169
WFIKKN1	-3.1135
SERP1	0.17775
SYDE2	0.4595
TACR2	0.021
NUP85	-0.8035
CD177	-0.430666666666667
LGR5	-2.68666666666667
PIGG	-0.404666666666667
PTHR1	-1.679
RAB5A	-0.1002
FLJ13224	0.307
USP9Y	1.45066666666667
C7orf53	-1.406
LRP1B	-1.503
XAF1	2.2785
ABCG8	-1.5795
ANKDD1A	-0.164833333333333
DAND5	-2.2825
SPAG6	3.69183333333333
LINCR	0.48275
ZDHHC22	-1.60925
CCDC60	0.22
THOC7	-1.538
TCTA	-0.2847
OR8K3	0.2975
NY-REN-7	-0.754666666666667
B2M	1.24266666666667
C6orf141	-1.819125
LPPR4	2.94625
SQLE	-1.40725
SEPHS1	-0.44375
BTBD14B	0.421214285714286
PLRG1	-0.13875
SPG7	-0.5851875
ZNF614	0.712
PARD6G	0.908333333333333
INPP5B	-0.6773
GRPEL2	-0.2165
PPID	-1.2574
TRIM56	-0.77625
UBE2J1	0.9855
IL20RA	1.572
LOC387856	0.69225
C1orf107	1.65375
UTS2R	0.106
C19orf22	0.32025
SAFB2	-0.2535
KIAA0652	-0.4325
KLRG1	-0.0601666666666667
MS4A8B	4.7295
FRAG1	-0.32675
KIAA1546	0.21425
E2F4	-1.3805
CLEC4M	0.036
BTBD14A	-0.4315
KIAA0999	0.714
GYPA	-2.6424
TAC1	-1.2341
TRAIP	-2.17933333333333
KIAA0232	0.8536
ERCC8	-0.576625
GPX4	1.18925
KIAA0368	-0.6025
GPR157	-1.02333333333333
CTAGE4	0.492
C9orf30	-0.658333333333333
OR52A1	-0.7
HSP90B3P	0.012
ALG9	-0.5044
BTBD10	1.1065
SDK2	0.27625
BAIAP3	-0.375
RABGGTB	-1.5565
ANKRD40	0.497
KRT74	0.606
CALCOCO2	1.03292857142857
SNCA	-3.304
TMSL8	-4.9745
C2orf53	0.1735
ESRRB	-0.55175
ARHGAP26	-0.0793750000000001
TDRD9	-2.64375
HRAS	-1.076
KLRC4	-2.512
JAGN1	-0.744833333333333
BSDC1	0.59775
RNF43	0.1435
NDUFAF1	-0.05475
PHF12	0.20925
OR1L3	-0.21525
FOLR2	3.01008333333333
LYZL6	-0.0151666666666667
tcag7.1260	-0.7565
WSB1	0.849166666666667
PROS1	0.3222
OSTN	0.3905
PSMB8	1.63375
SOCS4	-0.081
DDIT4L	1.6835
MAS1	0.083
MGC34796	0.9775
CSHL1	0.3655
TBCCD1	-2.06233333333333
ZBTB7C	-0.4435
AP2S1	-0.732125
P15RS	-0.000999999999999979
VAT1	-0.9893
SHANK3	0.781
TUFM	-0.601
THEG	-0.0655
KRT34	-1.5865
SGSM3	-0.664875
TOMM22	0.213375
SOCS3	1.58433333333333
CPO	1.4725
POP4	0.53275
BHLHB3	0.83725
MALL	4.74425
OR1B1	0.471
PARK2	0.506333333333333
GPR124	-0.316625
LCE1E	0.0995
RUVBL2	-1.644
CGRRF1	1.023
ACPL2	0.41675
WNT10B	-1.838
BAIAP2L2	-1.604875
ISCA1	0.444
C1orf125	0.654375
RPAP1	-1.7905
RAI16	-0.711666666666667
RPL27	0.326625
NLRP9	-0.1995
EPN1	-0.3605
LOC388610	-0.603125
SLC35A1	1.2314
GAL	-5.0905
SLC14A2	-0.00175
RDH11	-1.01516666666667
FAM138F	-0.5105
AUH	-0.07425
FLJ40243	0.624
C14orf129	1.07766666666667
MBD2	-0.791
ABHD14B	-0.10025
PIGT	0.240125
ALS2CR4	-0.35075
ALAS1	0.4848
FOXO1	0.914666666666667
CRLF3	-0.1795
C20orf107	-0.4305
FARS2	0.00725
CCDC28A	1.46375
NPHP3	-0.392
OR13F1	0.3255
TSEN54	-0.89225
DEFB106B	-0.501125
OR8B4	0.7525
STH	-0.8125
ZC3H14	-0.2805
CBX2	0.622
TMEM49	-0.434
C6orf21	0.5985
FLJ20920	-0.02025
CRTAP	-0.571428571428571
DDX50	-0.1205
STYXL1	-0.9305
BLVRB	-0.322833333333333
LOC147650	-0.922166666666667
MMP24	0.4745
GRID1	1.06616666666667
BANF1	-0.626333333333333
CTAGEP	-0.0865
HMBS	-1.77425
SLC25A24	-0.879166666666667
C14orf50	0.63925
MRO	0.517166666666667
SLC25A15	-0.23
FAM84B	2.0377
TDP1	-1.4375
C16orf78	-0.3415
C11orf57	0.645
RFK	-0.075375
ZFYVE9	-0.873
STCH	-0.0966
WIBG	0.7
LOC283871	-0.725666666666667
GBA2	-1.6761
NDUFB3	-0.48825
HSD17B13	0.8325
GRIN3A	1.898
FMNL1	-1.05633333333333
SEPT7	-0.2881
GNLY	3.211
GRAMD1C	0.586333333333333
ZNF165	0.323
USP38	1.1945
FAM83A	1.5375
C14orf24	0.897166666666667
ARMCX3	0.980625
ARHGDIB	1.46316666666667
AK1	1.131
KIAA1045	0.085
DNAJB13	0.608833333333333
NEU2	1.6895
HIST1H4B	-0.215666666666667
FAM20B	-0.1869
HES2	0.128571428571429
FAM73B	-0.9562
LOC388381	0.151
INTS7	0.121090909090909
AMPH	0.396
ZNF775	-0.729
UCKL1	-1.16633333333333
C10orf97	0.73375
C1orf161	-0.28925
ALDH1L1	-1.26675
FLJ39378	-0.699
SLC23A1	-1.4185
RBM4B	0.23675
THAP4	-0.131666666666667
OGFRL1	0.94425
KIAA0831	0.4565
PPP1R15A	-1.40333333333333
C1orf96	-0.153214285714286
C12orf11	-2.40625
BMF	2.407375
MAN1A1	-0.13525
KIAA1600	1.1025
NLGN4X	-1.57075
ALOX12	-1.36716666666667
RB1CC1	0.381
NEIL2	0.1331
EIF4E	0.134772727272727
ABHD5	0.354
EXOC4	-0.7805
CIP29	-0.1725
BATF2	2.7015
SLC29A4	-0.4215
HTR4	1.5975
EMB	1.53025
TRAF6	1.31875
LMNB1	-1.903
FAM19A5	0.172625
SHE	3.68575
PIK3C2B	1.799
C15orf15	-0.5782
USP15	0.1444
TCEAL2	0.072
C5orf39	1.41966666666667
PTGER2	-0.5125
SLC31A1	-0.0514375
IFT172	0.214
ADAM29	0.13075
GFOD1	-1.05825
ST7L	0.1875
C15orf26	0.04825
PKN3	-2.49925
CNTD1	0.265
COMMD1	0.776375
NTRK2	0.831
FOXN3	0.81275
MFGE8	-0.3712
PFKFB2	2.597
TAS2R4	-0.055
ENTHD1	1.41366666666667
PRMT5	-1.43325
MGC16384	-0.739375
LOC442229	-0.197
TSKU	-0.539125
KRTCAP3	3.80475
PDLIM1	1.1346
KCNS2	1.3535
RNF126	-0.37
CEP63	-0.441875
CLIC4	-0.825625
hCG_1990170	0.98575
ACR	0.2323
KLK7	0.73225
ALOX5AP	5.326875
RIPK3	4.01375
TAS2R9	0.4315
C19orf18	2.0785
BIRC6	-0.0539285714285715
ZNF16	0.8025
RFT1	-1.472
SLC8A2	-0.53125
TACC1	1.489125
ITGAD	0.53075
SAMHD1	2.0975
SH3PXD2B	0.0458
EPC2	1.5645
C20orf85	6.726625
ATP13A2	-0.57
KRT4	1.658
CAPNS1	-0.727
MDM2	0.125666666666667
PCDH20	8.40066666666667
KCNK9	0.4495
OR2C1	-0.265
KLHDC3	-0.755833333333333
IPPK	-0.5655
EFHD2	0.908625
GALR3	0.1395
NBEA	1.48533333333333
ABCA6	3.1823
CLDN3	1.723
AKT2	-0.475357142857143
EGFR	0.8163
RBM16	1.337875
ZDHHC3	0.9049
SLC25A4	-0.075
CYB5B	-0.2825
CPXM1	-1.312
NDRG1	0.544769230769231
FLJ43826	0.1865
OR5L2	-0.595833333333333
FARP2	0.7183
MRPL46	-0.781416666666667
LDHAL6B	-0.420166666666667
MAPKAPK3	-0.921166666666667
NCAM2	-0.73375
PRKD2	-0.469166666666667
ZFP36L1	2.553
CYSLTR1	0.98
OR4C3	0.143
HIST1H2AJ	-0.522
CCNB2	-3.55222222222222
ZNF10	-0.090875
TMEM175	-0.3965
FAM134A	-0.615166666666667
TIGD4	0.6975
PCNP	-0.4755
MGC39715	-0.8535
LQK1	0.35
CREB1	1.0679
TMPRSS3	-1.96825
C4orf32	-0.599875
LAT	-1.38708333333333
KCNA3	1.061
SKIV2L2	-0.8925
ROPN1B	-3.02325
tcag7.23	0.0615
CDT1	-3.834
ZHX2	0.3865
CD28	-1.7935
ZNF624	0.77125
SEPT2	0.3015
SOHLH2	-1.95125
MCOLN3	-0.88625
UNQ1945	0.324
MASP2	-0.867
ZNRF3	0.3302
GPATCH3	-0.38025
AGL	0.28525
QRICH2	-0.9445
PSD4	-0.445333333333333
CCNB1IP1	-1.05575
ENPP7	-0.249
OBFC1	0.784
KCNG3	-0.65
C14orf79	-0.528166666666667
ENPEP	2.67133333333333
SCT	0.747
SKI	0.381125
SEC61G	-0.43225
CAPN11	-1.09
ATXN7L3	-0.56425
DBNDD1	-0.803333333333333
FAIM	0.3045
ANKRD36	0.5155
GABRP	-0.678333333333333
TACSTD2	2.245
EIF3J	-0.734
PPP2R2A	0.37625
TEKT4	0.620333333333333
PVALB	-4.011
F10	-2.74083333333333
FAM134C	1.2645
COMP	3.81025
EFCBP1	-3.0506875
SCLT1	0.481375
TAL1	-1.1166
ACSL1	1.3545
ABCC5	-0.292166666666667
ABL1	-0.779611111111111
RBBP7	-0.594833333333333
PTPRG	0.701375
NCOR1	-0.274
SPINK4	-2.0385
TXNRD1	-0.4222
TNRC15	0.27875
C9orf138	0.305625
UBE2H	0.9885
BRDT	0.327333333333333
C8orf31	0.07875
CCNE2	-2.62009090909091
SLC6A8	-2.150625
CALCR	-2.562
PPP1CB	0.863416666666667
ABHD8	-0.19225
ARF5	-1.5321
SLC24A4	0.31625
CCT3	-0.23925
ZNF121	1.27671428571429
SLC3A2	-2.5681
OR13A1	0.268
SLC5A10	-0.138
RAD50	-0.52925
IER5	-0.00112499999999999
MTHFD1L	-0.553375
MBTPS2	1.40166666666667
MVK	-0.3575
NCL	-0.2435
PSMD10	-0.31675
MOBP	0.256142857142857
FLJ32894	-1.1325
HRH1	0.501333333333333
C5orf30	-1.324
NUDT16L1	0.97
RASGRP3	4.05466666666667
PRKRIP1	-0.4075
CCDC75	-0.89075
LOC253970	8.3195
KIAA1239	-0.66625
MED21	-1.17725
SYT11	0.587416666666667
NTSR2	-0.065
EGFL11	-0.0625
CXorf59	1.91
OR2A25	0.517
SPTBN2	-1.464
LRMP	0.259
RNF111	0.80975
PTH	-0.2065
LOC619208	0.369166666666667
KIAA0895	0.19275
RANBP5	-0.2825
P2RY10	1.967
NME5	2.71816666666667
DDX21	-0.789
LRSAM1	-1.5925
HDAC11	-0.1445
VMO1	1.8085
NOLA2	-0.768333333333333
ADAR	1.00633333333333
MTO1	-0.335833333333333
SF4	-0.354166666666667
P2RX1	0.319333333333333
HBM	0.16675
EN2	0.41
C14orf172	-0.651
TM9SF2	1.7024
INHBE	-1.11766666666667
TCTE3	-0.397166666666667
TOX2	-1.41375
CTAGE3	-0.50675
HBB	4.5447
MED15	-1.62433333333333
CASR	3.978
C6orf66	-0.589166666666667
MTPN	-0.562125
UNC50	0.17675
C21orf33	-0.84975
IRF2	1.617125
PGR	-2.11433333333333
GPR84	3.24875
CROCCL1	-2.09
SRPX	-2.17975
BRE	-0.0683333333333333
FGF10	0.426333333333333
SDC3	-0.071
ZRSR1	-0.508333333333333
DKFZP434P211	-0.485625
SOX6	1.7565
RPUSD2	-0.4075
C14orf173	0.00841666666666668
MAPK11	-0.790833333333333
TBC1D22A	0.1955
FAM123A	-0.4925
COL4A6	-3.6205
TOMM70A	-0.0535
NAB1	0.175125
MGC16385	-0.952625
TSPAN18	-1.1875
MED31	0.962
PLG	0.6395
CAPSL	4.2185
ZNF532	1.4729
ASB14	0.5
CA8	-0.39
NUDT16P	2.15666666666667
SLFN11	-0.435
LRRIQ2	-0.408625
NOL7	-0.3365
BRMS1L	-0.019875
JARID1A	0.216833333333333
PANK2	-0.09325
ICAM3	0.4025
MDS1	0.34075
TAF8	-0.26825
RNF139	1.04275
ZNF594	-0.698
ADAM8	3.7435
SFTPC	4.82775
MAN2B2	0.676875
RGS12	0.3774375
EIF1AY	-0.0771666666666667
LRRIQ1	0.804166666666667
GPR150	0.12975
CCDC21	-2.31616666666667
PRRG3	0.108333333333333
SAA4	-2.98725
RAPGEF5	4.28025
ZCCHC2	0.30975
MGC39372	2.068
PPP4R2	0.360666666666667
CDCA2	-2.75966666666667
OR4D5	-0.270333333333333
PTGFRN	0.0701
SIGLEC5	0.268666666666667
C19orf61	-1.17133333333333
NMUR2	-0.3235
KIAA1586	-0.953
DAGLA	0.0635
CHCHD6	-0.5875
GPR32	0.6055
NEUROD6	0.662
SLC2A4RG	-1.003125
