Hybridization REF	TCGA-05-4249-01A-01R-1107-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.512333333333333
CREB3L1	0.1685
RPS11	0.47825
PNMA1	0.461
MMP2	-0.0496666666666667
C10orf90	-2.8195
ZHX3	-1.02016666666667
ERCC5	-0.748
GPR98	-2.068
RXFP3	0.391
APBB2	-0.19875
PRO0478	-1.4595
KLHL13	-2.50175
PRSSL1	1.403
PDCL3	0.318
DECR1	-0.260875
SALL1	-3.006
CADM4	-0.486
RPS18	0.715571428571428
HNRPD	-0.734583333333333
CFHR5	-0.160833333333333
SLC10A7	-0.57275
OR2K2	-0.021
LMAN1	-0.35875
SUHW1	-3.20525
CHD8	-1.0051
SUMO1	1.4633
GP1BA	0.0197
DDB1	-0.974
MYO9B	-0.4127
MMP7	8.85325
CRNKL1	0.74775
C9orf45	-2.64
XAB2	-0.60625
RTN1	1.394
KLHL14	-1.437375
TBX10	-0.3215
CENPQ	-0.0885
UTY	-1.54809090909091
ZBTB12	-1.1015
DTNBP1	-0.623375
KBTBD8	-0.0428333333333333
ZEB1	-0.120833333333333
ZG16	-0.712666666666667
MIER1	0.178
ADAM5P	-0.05
CHD9	-0.4563125
STK16	0.23325
KIAA1486	0.2425
TOB2	0.536666666666667
BANK1	5.61925
OR2V2	-0.0885
GRM2	0.502
PROSC	0.61075
SPIN2B	0.08225
PIR	-2.82244444444444
IPO9	-0.2057
EVC	0.550166666666667
CXCL13	6.48266666666667
KIAA1199	0.2166
SORL1	0.536
NAT10	-0.7985
CHD1	-0.07125
SYN3	0.22575
SLC22A2	0.88425
SERPINF1	0.4185
WDR34	-1.12875
OR7A17	0.1995
C9orf11	-0.29
RNF216L	0.3776
LHB	-0.112
STK25	-0.180375
TAOK3	0.646375
LOC152573	-0.17575
C3orf39	-0.054
C14orf108	-0.179
CDC25B	0.263272727272727
BMP3	2.5325
TMEM180	-0.0575
MAP1LC3C	1.004
CRYGC	-1.5455
POU3F1	-1.5105
C20orf32	-0.8845
CCDC95	-0.329
HIGD1B	5.11075
USP6NL	0.22275
ABCD4	0.328166666666667
DIMT1L	-0.406833333333333
TEK	0.704142857142857
SLC25A46	0.34525
LARP7	-1.6384
CD160	1.2545
MT1JP	1.3655
PHF20	-0.2851875
CPNE4	1.6005
GTPBP1	-0.978071428571429
RAB33B	0.565333333333333
ALDOC	-1.277125
ZNF212	0.0915
NUDT1	-0.690166666666666
RFPL2	0.25475
ZNF83	-2.41416666666667
GDPD5	-1.20275
PDCD4	-0.2974
CEP350	-0.832
OR10A2	0.42125
CST7	2.97625
CIAO1	-0.097
SELL	1.3135
OR8J3	0.092
LTBP4	-0.379
SIRT6	-0.62275
CCL19	5.1325
PPIL1	-0.1155
GBP7	0.597333333333333
STK17A	0.7725
ABR	0.6065
