Hybridization REF	TCGA-44-3918-01A-01R-1107-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.706333333333333
CREB3L1	0.17
RPS11	0.444
PNMA1	0.5775
MMP2	-0.229833333333333
C10orf90	-1.87933333333333
ZHX3	-0.913
ERCC5	-0.8525
GPR98	-1.58157142857143
RXFP3	0.996
APBB2	0.39325
PRO0478	-1.28775
KLHL13	-3.75
PRSSL1	-0.327666666666667
PDCL3	-0.117166666666667
DECR1	-0.456125
SALL1	-4.02266666666667
CADM4	-0.4126
RPS18	1.63357142857143
HNRPD	-2.25741666666667
CFHR5	0.896
SLC10A7	0.30975
OR2K2	0.3085
LMAN1	-0.632125
SUHW1	-2.958
CHD8	-0.954
SUMO1	1.026
GP1BA	0.3247
DDB1	-0.861666666666667
MYO9B	-0.4431
MMP7	6.27525
CRNKL1	-0.46725
C9orf45	-2.26133333333333
XAB2	-1.102625
RTN1	1.72725
KLHL14	-0.876375
TBX10	-0.829
CENPQ	-0.2565
UTY	0.424214285714286
ZBTB12	-1.052
DTNBP1	-0.61
KBTBD8	1.108
ZEB1	-0.550833333333333
ZG16	-1.229
MIER1	0.9791
ADAM5P	0.3235
CHD9	-0.5931875
STK16	0.25225
KIAA1486	-0.325
TOB2	0.295666666666667
BANK1	5.34175
OR2V2	-0.6205
GRM2	0.2665
PROSC	0.119625
SPIN2B	-0.63575
PIR	-3.76966666666667
IPO9	-0.895777777777778
EVC	0.3115
CXCL13	8.53283333333333
KIAA1199	-0.2533
SORL1	0.337
NAT10	-0.872
CHD1	-0.87775
SYN3	-0.94175
SLC22A2	-0.446
SERPINF1	0.247333333333333
WDR34	-0.8635
OR7A17	0.30175
C9orf11	-0.00800000000000001
RNF216L	0.347
LHB	0.4245
STK25	-0.12225
TAOK3	0.254875
LOC152573	-0.9175
C3orf39	-1.24525
C14orf108	0.2207
CDC25B	-0.902181818181818
BMP3	0.828
TMEM180	0.0735
MAP1LC3C	1.32175
CRYGC	-1.045
POU3F1	-0.891
C20orf32	-0.1025
CCDC95	0.1575
HIGD1B	4.71275
USP6NL	-0.053375
