Hybridization REF	TCGA-64-1678-01A-01R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-1.02166666666667
CREB3L1	0.14025
RPS11	1.705875
PNMA1	-0.7285
MMP2	-1.12833333333333
C10orf90	-1.844
ZHX3	-1.553
ERCC5	-1.4015
GPR98	0.915625
RXFP3	1.6145
APBB2	-0.021
PRO0478	-1.225875
KLHL13	-1.314
PRSSL1	-0.460166666666667
PDCL3	1.28066666666667
DECR1	-0.408375
SALL1	-3.657
CADM4	-1.0355
RPS18	1.40785714285714
HNRPD	-1.69391666666667
CFHR5	0.416
SLC10A7	-0.097125
OR2K2	0.151
LMAN1	0.554
SUHW1	-2.7365
CHD8	-1.501
SUMO1	1.5209
GP1BA	-0.2287
DDB1	-1.4745
MYO9B	-0.7777
MMP7	7.36575
CRNKL1	0.3765
C9orf45	-1.56233333333333
XAB2	-1.06675
RTN1	0.02625
KLHL14	-1.17
TBX10	-0.156
CENPQ	-0.33625
UTY	-0.934071428571428
ZBTB12	-0.0255
DTNBP1	0.68
KBTBD8	-0.793333333333333
ZEB1	-1.569
ZG16	2.54
MIER1	0.107
ADAM5P	0.065
CHD9	-0.791375
STK16	0.61825
KIAA1486	1.399
TOB2	-0.840083333333333
BANK1	3.147
OR2V2	0.386
GRM2	0.694166666666667
PROSC	-1.094125
SPIN2B	1.85375
PIR	0.285333333333333
IPO9	-1.07122222222222
EVC	-0.829833333333333
CXCL13	5.7875
KIAA1199	-0.4188
SORL1	0.85575
NAT10	-1.314
CHD1	-0.66625
SYN3	-0.72325
SLC22A2	-0.47925
SERPINF1	-0.276666666666667
WDR34	-1.15425
OR7A17	0.5515
C9orf11	0.25
RNF216L	-0.9575
LHB	0.59
STK25	-0.953
TAOK3	-1.0965
LOC152573	-0.88025
C3orf39	-1.062
C14orf108	0.4998
CDC25B	-1.34263636363636
BMP3	2.1355
TMEM180	0.6555
MAP1LC3C	1.038
CRYGC	0.1785
POU3F1	-0.8224
C20orf32	-0.664
CCDC95	0.402
HIGD1B	4.3115
