Hybridization REF	TCGA-44-2662-01A-01R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.0655833333333333
CREB3L1	1.21925
RPS11	-0.224125
PNMA1	0.05225
MMP2	0.578833333333333
C10orf90	-3.00775
ZHX3	-0.0931666666666667
ERCC5	0.3125
GPR98	-0.59325
RXFP3	0.6655
APBB2	-0.18125
PRO0478	-1.2015
KLHL13	-4.60075
PRSSL1	-0.964666666666667
PDCL3	0.770666666666667
DECR1	-0.657
SALL1	-4.5145
CADM4	0.3725
RPS18	-0.2295
HNRPD	0.069
CFHR5	0.587166666666667
SLC10A7	0.81625
OR2K2	0.067
LMAN1	0.59125
SUHW1	-2.4595
CHD8	-1.3753
SUMO1	0.656
GP1BA	-0.1221
DDB1	-0.576833333333333
MYO9B	0.1697
MMP7	8.30425
CRNKL1	-0.23375
C9orf45	-3.12133333333333
XAB2	-0.549625
RTN1	2.191375
KLHL14	-1.827875
TBX10	-1.8235
CENPQ	-0.7125
UTY	0.183071428571429
ZBTB12	0.3915
DTNBP1	-0.18125
KBTBD8	0.0645
ZEB1	0.0541666666666667
ZG16	-2.652
MIER1	1.148
ADAM5P	0.1795
CHD9	-0.039
STK16	0.22125
KIAA1486	0.6545
TOB2	-0.405
BANK1	4.95125
OR2V2	-0.28975
GRM2	0.321166666666667
PROSC	-0.381375
SPIN2B	-0.033
PIR	-1.92
IPO9	-0.0546
EVC	0.285166666666667
CXCL13	4.9635
KIAA1199	0.1711
SORL1	0.06
NAT10	-0.72675
CHD1	0.22175
SYN3	-1.25833333333333
SLC22A2	-0.5145
SERPINF1	0.2155
WDR34	-1.215
OR7A17	0.228
C9orf11	-0.2255
RNF216L	-0.1728
LHB	-0.173
STK25	-0.167
TAOK3	1.36825
LOC152573	-1.12
C3orf39	0.3665
C14orf108	0.0138
CDC25B	-1.57909090909091
BMP3	5.179
TMEM180	0.7395
MAP1LC3C	3.048
CRYGC	-0.618
POU3F1	-2.1277
C20orf32	-0.18
CCDC95	-0.0325
