Hybridization REF	TCGA-44-2657-01A-01R-1107-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.39
CREB3L1	1.092
RPS11	0.797375
PNMA1	-0.683
MMP2	-0.250333333333333
C10orf90	-1.56275
ZHX3	-0.807
ERCC5	0.0835
GPR98	-0.607375
RXFP3	0.6335
APBB2	0.293
PRO0478	-0.6895
KLHL13	-1.4155
PRSSL1	0.104666666666667
PDCL3	-0.00616666666666666
DECR1	-0.4745
SALL1	-3.0085
CADM4	0.249166666666667
RPS18	0.74
HNRPD	-0.907166666666667
CFHR5	0.3634
SLC10A7	0.616
OR2K2	0.369
LMAN1	0.0935
SUHW1	-2.04675
CHD8	-0.9961
SUMO1	0.8371
GP1BA	2.1719
DDB1	-1.0035
MYO9B	0.1052
MMP7	6.9095
CRNKL1	-0.325875
C9orf45	-1.3635
XAB2	-0.267125
RTN1	0.9295
KLHL14	0.07775
TBX10	0.164
CENPQ	-0.909
UTY	-0.442714285714286
ZBTB12	-0.3585
DTNBP1	0.190125
KBTBD8	1.03416666666667
ZEB1	0.0258333333333334
ZG16	-0.20225
MIER1	0.2417
ADAM5P	-0.74
CHD9	-0.1685
STK16	-0.08625
KIAA1486	0.0905
TOB2	0.600333333333333
BANK1	5.5215
OR2V2	-0.02225
GRM2	0.0231666666666667
PROSC	-0.045125
SPIN2B	-0.138
PIR	-1.14133333333333
IPO9	-0.6995
EVC	0.291333333333333
CXCL13	6.8865
KIAA1199	-0.5148
SORL1	1.29175
NAT10	-1.1925
CHD1	-1.1275
SYN3	0.972
SLC22A2	-0.04175
SERPINF1	0.637666666666667
WDR34	-1.4255
OR7A17	0.10875
C9orf11	0.057
RNF216L	0.2907
LHB	0.486
STK25	-0.46275
TAOK3	0.18075
LOC152573	-0.12575
C3orf39	-0.126875
C14orf108	0.2499
CDC25B	-1.00472727272727
BMP3	1.924
TMEM180	0.1855
MAP1LC3C	0.46
CRYGC	-0.0515
POU3F1	-0.2984
C20orf32	-0.2855
CCDC95	-0.3495
HIGD1B	3.1485
USP6NL	0.0985
ABCD4	0.619833333333333
DIMT1L	-0.894416666666667
TEK	0.731125
SLC25A46	0.03775
LARP7	-1.456
CD160	0.7985
MT1JP	0.723166666666667
PHF20	-0.7314375
CPNE4	-0.16175
GTPBP1	-0.531714285714286
RAB33B	0.857166666666667
ALDOC	-1.8105
ZNF212	-0.187
NUDT1	-1.4415
RFPL2	0.9185
ZNF83	-0.269666666666667
GDPD5	-0.816
PDCD4	0.33885
CEP350	-0.41025
OR10A2	0.095
CST7	1.821
CIAO1	-0.16075
SELL	2.03875
OR8J3	-0.3545
LTBP4	0.3925
SIRT6	-0.00224999999999999
CCL19	6.30675
PPIL1	-0.3655
GBP7	-0.159833333333333
STK17A	0.6374
ABR	0.0495
OR9G1	0.299
FOXE1	0.921875
CNGA3	0.568
GML	0.5605
CD38	2.71475
ZDHHC6	-0.353666666666667
NEFH	-2.9605
CTDSP2	1.73933333333333
PGBD5	-0.538833333333333
CCNY	0.106214285714286
RMND5B	0.22375
ZNF257	-0.60625
FLJ22167	-0.000124999999999972
EXOSC7	-1.3795
ROR2	-0.146625
MAOA	2.970625
TNNT3	0.276333333333333
GYPC	-0.4945
C7orf33	0.416
PLIN	0.351333333333333
LOC90826	0.204
RNF4	-0.0551
F8A1	0.679833333333333
PLEKHG4	-1.45975
GRB2	0.07035
HIST1H2AD	-0.90975
DUS3L	-0.7655
EIF1	0.085
RP5-1077B9.4	-0.636666666666667
FPGT	0.66575
GDF10	2.12
COQ9	-0.5015
GCC2	0.587571428571429
RARRES3	3.6135
PLXNA1	-0.32
KIAA0100	-0.481
PMF1	-0.01875
FNDC1	2.04
HS2ST1	0.0736666666666666
CRELD2	0.701
C8G	-1.0235
CD82	0.53125
LIM2	-0.5485
UNQ6490	0.112
MMP16	-0.1275
DRD3	0.09325
C5orf26	-0.51675
C11orf73	0.060375
PTP4A2	1.095375
OR4M2	0.1875
HPCA	-1.33616666666667
SEC14L1	0.331666666666667
CHFR	-0.075375
EMILIN1	0.725875
NDUFS4	-0.52375
COL18A1	-0.48075
PDZD3	-0.0812
C9orf16	-0.427333333333333
ERBB2IP	0.189
EMX2	0.61125
FUS	-2.18075
TF	-3.7081
CLCN4	0.626666666666667
CXorf56	0.11725
C11orf72	0.36
ELAC2	-1.63316666666667
NPR1	-0.839
ASS1	-1.1795
USP42	-0.35525
POLR2J	-0.2955
SEC23IP	0.5475
UQCRC1	-1.061
LOC729603	-0.35625
C1orf71	-0.221
POLG	-2.1255
ADAM23	-3.64325
TFR2	-0.89875
RICTOR	-0.2922
MGC39606	0.99175
C19orf55	-0.147625
SNAPC1	-0.534
GNA11	0.03575
CCDC52	-0.543166666666667
FSIP1	-0.5335
UPF3A	-0.809875
IGSF11	-1.08116666666667
LAGE3	0.091
CHST6	-1.0515
UNC13B	0.566875
TTLL4	-1.204125
ZNF687	-0.342625
SDC2	-0.0514
