Hybridization REF	TCGA-67-3770-01A-01R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.7775
CREB3L1	1.0325
RPS11	0.55975
PNMA1	-0.5515
MMP2	-0.797666666666667
C10orf90	-2.4525
ZHX3	-1.08233333333333
ERCC5	-1.132
GPR98	1.295625
RXFP3	1.6375
APBB2	0.98575
PRO0478	-1.040375
KLHL13	-2.27575
PRSSL1	1.5675
PDCL3	0.429333333333333
DECR1	0.297625
SALL1	-4.7424
CADM4	0.1005
RPS18	0.874071428571429
HNRPD	-1.55341666666667
CFHR5	0.344833333333333
SLC10A7	0.02225
OR2K2	-0.2895
LMAN1	-0.89825
SUHW1	-2.97225
CHD8	-1.3096
SUMO1	1.4589
GP1BA	-0.2563
DDB1	-1.4465
MYO9B	-1.0373
MMP7	6.26525
CRNKL1	-0.405125
C9orf45	-2.20266666666667
XAB2	-0.80425
RTN1	0.835125
KLHL14	-1.398125
TBX10	-0.7995
CENPQ	-0.867
UTY	-1.34915384615385
ZBTB12	0.051
DTNBP1	-0.19025
KBTBD8	-0.167833333333333
ZEB1	-0.563166666666667
ZG16	-0.58025
MIER1	0.4895
ADAM5P	0.231
CHD9	-0.1415
STK16	2.35775
KIAA1486	1.278
TOB2	0.54525
BANK1	4.9555
OR2V2	-0.09775
GRM2	0.410333333333333
PROSC	-0.526125
SPIN2B	-0.489
PIR	-0.354777777777778
IPO9	-0.6223
EVC	-0.275333333333333
CXCL13	3.40183333333333
KIAA1199	-2.6058
SORL1	0.62525
NAT10	-1.15525
CHD1	-1.07225
SYN3	-1.27575
SLC22A2	-0.97175
SERPINF1	-0.682166666666667
WDR34	-1.402
OR7A17	0.2145
C9orf11	0.044
RNF216L	-0.3364
LHB	0.1985
STK25	0.011875
TAOK3	0.538375
LOC152573	1.00475
C3orf39	-0.257625
C14orf108	0.5684
CDC25B	-0.656
BMP3	2.7625
TMEM180	0.582
MAP1LC3C	3.4325
CRYGC	0.539
POU3F1	-1.3625
C20orf32	-0.6635
CCDC95	0.2035
HIGD1B	6.302
USP6NL	-0.619875
ABCD4	0.823
DIMT1L	-1.27108333333333
TEK	0.854625
SLC25A46	0.285
LARP7	-1.7369
CD160	0.6465
MT1JP	0.459
PHF20	-0.7749375
CPNE4	2.17725
GTPBP1	-1.08221428571429
RAB33B	1.4225
ALDOC	-1.907
