Hybridization REF	TCGA-67-3774-01A-01R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.24325
CREB3L1	1.52825
RPS11	0.714375
PNMA1	-0.26475
MMP2	-0.0575
C10orf90	-1.4415
ZHX3	-1.11366666666667
ERCC5	0.00725
GPR98	1.487625
RXFP3	0.656
APBB2	-0.0105
PRO0478	-0.954
KLHL13	-1.89425
PRSSL1	0.238166666666667
PDCL3	0.401333333333333
DECR1	-0.04
SALL1	-3.36283333333333
CADM4	1.04516666666667
RPS18	0.119642857142857
HNRPD	-0.501416666666667
CFHR5	0.0413333333333334
SLC10A7	0.40825
OR2K2	-0.7585
LMAN1	0.3695
SUHW1	-2.3555
CHD8	-1.3054
SUMO1	0.6239
GP1BA	1.3302
DDB1	-0.649
MYO9B	-0.5381
MMP7	6.8785
CRNKL1	0.00499999999999999
C9orf45	-1.86166666666667
XAB2	-0.719
RTN1	0.94775
KLHL14	-1.01
TBX10	-0.538
CENPQ	-1.393
UTY	-0.615538461538462
ZBTB12	-0.4775
DTNBP1	-0.196375
KBTBD8	-0.142166666666667
ZEB1	-0.355
ZG16	-0.186
MIER1	0.5048
ADAM5P	1.2415
CHD9	-0.1399375
STK16	0.594
KIAA1486	-0.1435
TOB2	0.736583333333333
BANK1	4.871
OR2V2	0.34975
GRM2	-0.0801666666666667
PROSC	0.493875
SPIN2B	-0.10725
PIR	-1.39644444444444
IPO9	-0.1678
EVC	0.378333333333333
CXCL13	5.30133333333333
KIAA1199	0.4668
SORL1	1.583
NAT10	-0.5915
CHD1	-0.13775
SYN3	-0.2255
SLC22A2	-0.6905
SERPINF1	1.8955
WDR34	-1.32725
OR7A17	0.41975
C9orf11	-0.4855
RNF216L	-0.6055
LHB	0.1365
STK25	-0.267625
TAOK3	0.672375
LOC152573	0.68875
C3orf39	0.359625
C14orf108	0.2022
CDC25B	-0.991181818181818
BMP3	1.0935
TMEM180	0.575
MAP1LC3C	1.319
CRYGC	-0.0615
POU3F1	-1.3506
C20orf32	0.1705
CCDC95	-0.2855
HIGD1B	4.46675
USP6NL	0.538125
ABCD4	-0.133666666666667
DIMT1L	-0.29875
TEK	1.23075
SLC25A46	-0.00375
LARP7	-1.6946
CD160	0.574333333333333
MT1JP	0.7915
PHF20	-0.4983125
CPNE4	1.64675
GTPBP1	-0.382285714285714
RAB33B	0.694833333333333
ALDOC	-1.57675
ZNF212	-0.69625
NUDT1	-2.33266666666667
RFPL2	-0.32875
