Hybridization REF	TCGA-64-1680-01A-02R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.540916666666667
CREB3L1	1.387
RPS11	1.363125
PNMA1	-1.92875
MMP2	-0.861666666666667
C10orf90	-2.226
ZHX3	-1.3405
ERCC5	0.09075
GPR98	-0.997375
RXFP3	1.0205
APBB2	-1.37675
PRO0478	-1.33225
KLHL13	-1.95075
PRSSL1	1.384
PDCL3	0.4115
DECR1	-0.28275
SALL1	-3.71283333333333
CADM4	0.171
RPS18	1.50571428571429
HNRPD	-0.94775
CFHR5	0.0916666666666667
SLC10A7	1.254125
OR2K2	-1.542
LMAN1	0.33725
SUHW1	-3.46125
CHD8	-1.7064
SUMO1	0.6899
GP1BA	-0.0285
DDB1	-1.1155
MYO9B	-1.2022
MMP7	6.4195
CRNKL1	0.227875
C9orf45	-2.68833333333333
XAB2	-0.304125
RTN1	0.620625
KLHL14	-1.472625
TBX10	-0.913
CENPQ	-0.804
UTY	0.165428571428571
ZBTB12	-1.101
DTNBP1	-0.308875
KBTBD8	-1.28366666666667
ZEB1	-1.43716666666667
ZG16	0.16175
MIER1	0.5521
ADAM5P	-0.7795
CHD9	-0.499
STK16	1.5405
KIAA1486	-0.4755
TOB2	0.413916666666667
BANK1	6.36475
OR2V2	0.147
GRM2	1.102
PROSC	0.620125
SPIN2B	-0.063
PIR	-2.587
IPO9	-0.8263
EVC	-0.5585
CXCL13	4.21516666666667
KIAA1199	-0.3819
SORL1	-0.08925
NAT10	-0.836
CHD1	-0.09275
SYN3	-0.97925
SLC22A2	-0.68825
SERPINF1	-1.04433333333333
WDR34	-0.96575
OR7A17	0.73925
C9orf11	-0.591
RNF216L	-0.3314
LHB	0.367
STK25	-0.26825
TAOK3	1.106
LOC152573	0.2535
C3orf39	-0.935625
C14orf108	0.126
CDC25B	-0.499636363636364
BMP3	5.082
TMEM180	0.988
MAP1LC3C	1.43725
CRYGC	-1.7385
POU3F1	-1.6253
C20orf32	-1.028
CCDC95	0.123
HIGD1B	5.30925
USP6NL	-0.13225
ABCD4	0.270833333333333
DIMT1L	0.13125
TEK	1.10914285714286
SLC25A46	0.214
LARP7	-1.5001
CD160	0.710666666666667
MT1JP	0.431333333333333
PHF20	-1.1751875
CPNE4	0.6745
GTPBP1	-1.13657142857143
RAB33B	2.3295
ALDOC	-1.401125
ZNF212	-0.206
NUDT1	-1.6305
RFPL2	2.493
ZNF83	0.110833333333333
GDPD5	-2.472375
PDCD4	0.32565
CEP350	-0.87225
OR10A2	0.0915
CST7	0.74
CIAO1	-0.2785
SELL	1.055
OR8J3	-0.1265
LTBP4	0.0946666666666666
SIRT6	0.1295
CCL19	4.6935
PPIL1	-0.5535
GBP7	0.0616666666666667
STK17A	-0.0779
ABR	0.027
OR9G1	0.255
FOXE1	0.67175
CNGA3	2.3375
GML	0.449
CD38	-1.17175
ZDHHC6	0.651
NEFH	-3.5275
CTDSP2	0.0175
PGBD5	-2.34883333333333
CCNY	0.234071428571429
RMND5B	0.0935833333333333
ZNF257	-3.12125
FLJ22167	1.46675
EXOSC7	-0.3835
ROR2	-0.659625
MAOA	3.892625
TNNT3	1.70333333333333
GYPC	-1.989
C7orf33	1.1925
PLIN	0.251833333333333
LOC90826	0.30275
RNF4	-0.1725
F8A1	0.1295
PLEKHG4	-1.4625
GRB2	-0.3319
HIST1H2AD	-0.8565
DUS3L	-0.679
EIF1	-0.0171666666666667
RP5-1077B9.4	-1.27483333333333
FPGT	1.774
GDF10	1.96066666666667
COQ9	-0.35625
GCC2	-0.1315
RARRES3	2.821375
PLXNA1	-0.2194
KIAA0100	-0.5832
PMF1	0.7305
FNDC1	3.0185
HS2ST1	0.0506666666666667
CRELD2	1.3555
C8G	-2.589
CD82	0.55275
LIM2	-1.274
UNQ6490	0.031
MMP16	-1.24325
DRD3	0.06775
C5orf26	0.44625
C11orf73	0.358375
PTP4A2	-0.172375
OR4M2	0.4
HPCA	-0.223166666666667
SEC14L1	-1.04933333333333
CHFR	-0.260375
EMILIN1	-0.30625
