Hybridization REF	TCGA-67-3771-01A-01R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.0468333333333333
CREB3L1	2.097
RPS11	0.500375
PNMA1	1.3835
MMP2	-0.213833333333333
C10orf90	-2.35575
ZHX3	-0.607
ERCC5	1.20725
GPR98	-0.156625
RXFP3	0.52
APBB2	-0.9305
PRO0478	-0.88025
KLHL13	-2.75975
PRSSL1	-0.627833333333333
PDCL3	0.796833333333333
DECR1	-0.025125
SALL1	-4.1008
CADM4	0.0326666666666667
RPS18	-0.172214285714286
HNRPD	-1.07566666666667
CFHR5	0.4564
SLC10A7	0.0538571428571429
OR2K2	0.676
LMAN1	1.039375
SUHW1	-0.0975
CHD8	-0.562
SUMO1	1.1739
GP1BA	1.9973
DDB1	-0.724666666666667
MYO9B	-0.1325
MMP7	7.6615
CRNKL1	-0.083875
C9orf45	-2.01533333333333
XAB2	-0.691625
RTN1	1.245
KLHL14	-1.581125
TBX10	-1.584
CENPQ	-1.1625
UTY	-1.39946153846154
ZBTB12	-0.197
DTNBP1	-0.264875
KBTBD8	-0.351666666666667
ZEB1	-0.5625
ZG16	-1.614
MIER1	0.512
ADAM5P	0.508
CHD9	-0.6335
STK16	1.33525
KIAA1486	-0.487
TOB2	0.270333333333333
BANK1	4.22025
OR2V2	-0.34425
GRM2	0.305166666666667
PROSC	-0.231375
SPIN2B	-0.93225
PIR	0.197777777777778
IPO9	-0.0669
EVC	-0.5895
CXCL13	6.66183333333333
KIAA1199	0.6453
SORL1	2.6285
NAT10	0.50475
CHD1	-0.79325
SYN3	0.665
SLC22A2	-0.627
SERPINF1	0.993666666666667
WDR34	-1.48425
OR7A17	0.1045
C9orf11	-0.634
RNF216L	-0.2088
LHB	0.134
STK25	-0.3485
TAOK3	0.189875
LOC152573	-1.46625
C3orf39	0.038875
C14orf108	1.2094
CDC25B	-0.989636363636364
BMP3	1.1555
TMEM180	0.247
MAP1LC3C	-0.18325
CRYGC	3.026
POU3F1	-0.5476
C20orf32	-0.5065
CCDC95	-0.667
HIGD1B	4.74725
USP6NL	0.5555
ABCD4	0.539166666666667
DIMT1L	-0.616083333333333
TEK	0.03675
SLC25A46	-0.07575
LARP7	-2.2228
CD160	0.75
MT1JP	-0.920833333333333
PHF20	-0.7398125
CPNE4	0.154
GTPBP1	-0.653142857142857
RAB33B	0.743
ALDOC	-0.0495
ZNF212	-0.37675
NUDT1	-1.51116666666667
RFPL2	0.75825
ZNF83	-0.157833333333333
GDPD5	-0.11375
PDCD4	0.5952
CEP350	-0.5005
OR10A2	0.25
CST7	1.526
CIAO1	0.4785
SELL	1.49575
OR8J3	0.387
LTBP4	-0.0173333333333333
SIRT6	-0.10725
CCL19	5.57125
PPIL1	-1.14316666666667
GBP7	-0.3965
STK17A	-0.0982
ABR	0.2045
OR9G1	-1.442
