Hybridization REF	TCGA-55-1594-01A-01R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.529916666666667
CREB3L1	1.1055
RPS11	0.58225
PNMA1	0.26875
MMP2	-0.169333333333333
C10orf90	-2.22025
ZHX3	-1.04433333333333
ERCC5	-0.36875
GPR98	1.538
RXFP3	0.7595
APBB2	0.67575
PRO0478	-0.56425
KLHL13	-1.61525
PRSSL1	-0.589166666666667
PDCL3	1.0365
DECR1	-0.5
SALL1	0.708666666666667
CADM4	1.903
RPS18	-0.277571428571429
HNRPD	-0.848083333333333
CFHR5	0.715
SLC10A7	-0.00987499999999999
OR2K2	-0.377
LMAN1	0.6845
SUHW1	-1.42925
CHD8	-0.9901
SUMO1	1.2226
GP1BA	0.6253
DDB1	-0.233666666666667
MYO9B	-0.5824
MMP7	6.59625
CRNKL1	-0.590375
C9orf45	-2.289
XAB2	-0.59575
RTN1	0.98025
KLHL14	0.253125
TBX10	2.4635
CENPQ	-0.89225
UTY	-0.110307692307692
ZBTB12	0.052
DTNBP1	0.54
KBTBD8	0.232666666666667
ZEB1	-1.6025
ZG16	-0.55075
MIER1	0.0128
ADAM5P	0.713
CHD9	1.815875
STK16	0.44375
KIAA1486	0.234
TOB2	0.0615
BANK1	4.13425
OR2V2	-0.57475
GRM2	0.274666666666667
PROSC	0.746
SPIN2B	0.44
PIR	-1.60988888888889
IPO9	-0.4928
EVC	0.0893333333333333
CXCL13	6.55266666666667
KIAA1199	0.8611
SORL1	3.173
NAT10	-0.62475
CHD1	-0.8785
SYN3	-0.16975
SLC22A2	-0.89075
SERPINF1	1.68916666666667
WDR34	-1.11625
OR7A17	0.10975
C9orf11	-0.1325
RNF216L	-1.2076
LHB	-0.057
STK25	0.476375
TAOK3	0.666625
LOC152573	-0.84075
C3orf39	0.410875
C14orf108	0.5473
CDC25B	-1.25672727272727
BMP3	0.8305
TMEM180	0.2655
MAP1LC3C	0.672
CRYGC	-0.583
POU3F1	-1.7951
C20orf32	-1.114
CCDC95	-0.1005
HIGD1B	4.184
USP6NL	0.21825
ABCD4	0.696166666666667
DIMT1L	-0.885666666666666
TEK	0.46025
SLC25A46	0.13975
LARP7	-1.7181
CD160	0.639333333333333
MT1JP	-1.32833333333333
PHF20	-0.7840625
CPNE4	-1.65525
GTPBP1	-0.802
RAB33B	1.2
ALDOC	-1.151375
ZNF212	-0.994
NUDT1	-1.2445
RFPL2	2.08
ZNF83	-0.3185
GDPD5	-1.185125
PDCD4	0.26265
CEP350	-0.69925
OR10A2	0.274
CST7	1.0245
CIAO1	0.415
SELL	1.070875
OR8J3	-0.101
LTBP4	-0.389333333333333
SIRT6	-0.3205
CCL19	5.315
PPIL1	0.206833333333333
GBP7	0.0846666666666667
STK17A	-0.7389
ABR	-0.363
OR9G1	0.562
FOXE1	1.947
CNGA3	3.577
GML	0.309
CD38	1.0165
ZDHHC6	0.522333333333333
NEFH	-1.32175
CTDSP2	0.62025
PGBD5	-0.5285
CCNY	0.726714285714286
RMND5B	-0.53475
ZNF257	-0.23575
FLJ22167	-0.0865
EXOSC7	-0.754
ROR2	-0.6395
MAOA	1.711125
TNNT3	0.199166666666667
GYPC	-1.6385
C7orf33	0.6905
PLIN	0.0595
LOC90826	0.18675
RNF4	0.7257
F8A1	0.334333333333333
PLEKHG4	-0.43025
GRB2	-0.11205
HIST1H2AD	-1.5805
DUS3L	-0.692666666666667
EIF1	0.968333333333333
RP5-1077B9.4	-0.635833333333333
FPGT	0.82
GDF10	1.29933333333333
COQ9	0.08175
GCC2	0.670357142857143
RARRES3	1.772375
PLXNA1	-0.0269
KIAA0100	0.2851
PMF1	0.14675
FNDC1	4.44925
HS2ST1	0.525916666666667
CRELD2	1.0495
C8G	-1.1195
CD82	-0.26925
LIM2	-1.427
UNQ6490	0.521
MMP16	-1.0875
DRD3	0.111
C5orf26	-2.00375
C11orf73	0.16325
PTP4A2	0.244125
OR4M2	0.8445
HPCA	-1.08316666666667
SEC14L1	-0.275833333333333
CHFR	0.900375
EMILIN1	0.771375
NDUFS4	-1.32975
COL18A1	-1.702625
PDZD3	-0.2386
C9orf16	-0.299333333333333
ERBB2IP	0.033
EMX2	-0.1485
FUS	-1.06225
TF	-2.0496
CLCN4	1.93066666666667
CXorf56	0.996
C11orf72	0.52625
ELAC2	-1.1995
NPR1	-1.3565
ASS1	-3.49283333333333
USP42	-0.3555
POLR2J	-0.8545
SEC23IP	1.24283333333333
UQCRC1	-0.66725
LOC729603	0.97175
C1orf71	0.6025
POLG	-1.0125
ADAM23	-2.42125
TFR2	-1.3345
RICTOR	0.00570000000000003
MGC39606	1.367
C19orf55	-0.117
SNAPC1	-0.581833333333333
GNA11	0.019625
CCDC52	0.157666666666667
FSIP1	1.1175
UPF3A	-0.289
IGSF11	1.08966666666667
LAGE3	-0.2355
CHST6	2.5885
UNC13B	1.10725
TTLL4	-0.543125
ZNF687	-0.118875
SDC2	-0.9198
COX7A2	1.1395
LAMB4	0.043
FAM24A	-0.2475
LRRTM3	-0.8536
GPHB5	-0.1055
OR4C13	-0.5465
EIF3EIP	0.400142857142857
HABP4	-0.803
TMEM125	4.5405
CNTN2	-0.18675
ASNSD1	0.032
FUT4	0.462
ACF	-3.84275
LOC158381	1.214
CDH8	-0.858333333333333
AGPS	1.07466666666667
C4orf18	2.596375
PECI	-0.348916666666667
UNG	0.472375
GSTP1	1.11475
DCUN1D5	0.0165
DKFZP564J0863	-0.05
SLC9A3R1	-1.0665
BCDO2	-1.24125
CHMP7	-0.293375
REM2	0.46
DNHD1	-0.36925
FKBP4	-1.755375
ZNF350	1.492
MGC11102	0.97875
BST1	2.124
KISS1R	0.582
NCR2	-0.1425
DEFB125	1.297
UBE2W	1.679875
KRT15	2.562
C10orf99	0.413
SCN11A	-0.21575
GFI1	-0.72675
RDHE2	3.7325
FHL1	-1.39083333333333
OSGEP	-0.272166666666667
GATA1	-3.98633333333333
SMC6	-0.72725
TTTY14	-0.29125
LPIN3	-0.2215
RPL4	-0.7929
RBPMS	-1.095
