Hybridization REF	TCGA-44-2665-01A-01R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.284
CREB3L1	1.217
RPS11	0.2295
PNMA1	0.159
MMP2	1.783
C10orf90	-1.73825
ZHX3	-0.637333333333333
ERCC5	0.3465
GPR98	0.0268750000000001
RXFP3	0.1195
APBB2	0.36425
PRO0478	-1.00325
KLHL13	-2.88075
PRSSL1	0.190833333333333
PDCL3	0.469666666666667
DECR1	-0.733875
SALL1	-3.48
CADM4	-0.8265
RPS18	0.502
HNRPD	-0.619666666666667
CFHR5	0.384
SLC10A7	1.1555
OR2K2	0.086
LMAN1	-0.110625
SUHW1	-2.2335
CHD8	-1.263
SUMO1	0.6224
GP1BA	-0.1808
DDB1	-1.03683333333333
MYO9B	-0.2266
MMP7	6.93275
CRNKL1	-0.38625
C9orf45	-2.45516666666667
XAB2	-0.15025
RTN1	1.29275
KLHL14	-1.444375
TBX10	-0.6395
CENPQ	-0.52625
UTY	-0.685571428571429
ZBTB12	0.347
DTNBP1	-0.302125
KBTBD8	-0.225166666666667
ZEB1	0.999333333333333
ZG16	-0.549
MIER1	0.2518
ADAM5P	-0.108
CHD9	0.62975
STK16	0.06475
KIAA1486	-0.353
TOB2	0.14675
BANK1	4.329
OR2V2	0.451
GRM2	-0.0543333333333333
PROSC	0.220375
SPIN2B	0.34375
PIR	-1.86633333333333
IPO9	-0.2812
EVC	0.539333333333333
CXCL13	6.32766666666667
KIAA1199	1.9115
SORL1	0.1545
NAT10	-0.81025
CHD1	0.08775
SYN3	-0.20125
SLC22A2	-0.642
SERPINF1	2.37033333333333
WDR34	-1.25775
OR7A17	0.38125
C9orf11	-0.189
RNF216L	-0.501
LHB	-0.1205
STK25	-0.34125
TAOK3	1.09875
LOC152573	6.2205
C3orf39	-0.137375
C14orf108	0.2074
CDC25B	-1.02227272727273
BMP3	1.1825
TMEM180	0.1535
MAP1LC3C	2.28325
CRYGC	0.294
POU3F1	-1.2377
C20orf32	-0.492
CCDC95	0.3755
HIGD1B	3.44975
USP6NL	0.11975
ABCD4	0.439
DIMT1L	-0.0979166666666667
TEK	1.2265
SLC25A46	0.44675
LARP7	-1.5596
CD160	-0.3794
MT1JP	1.54333333333333
PHF20	-0.756125
CPNE4	2.3845
GTPBP1	-1.05378571428571
RAB33B	1.649
ALDOC	-0.9755
ZNF212	-0.49775
NUDT1	-1.19266666666667
RFPL2	-0.392
ZNF83	0.0561666666666667
GDPD5	-1.047375
PDCD4	0.25685
CEP350	-0.1785
OR10A2	0.25
CST7	3.0305
CIAO1	-0.79725
SELL	1.2415
OR8J3	0.457
LTBP4	0.468166666666667
SIRT6	0.199
CCL19	2.55025
PPIL1	-0.567
GBP7	-0.062
STK17A	0.9096
ABR	0.1585
OR9G1	0.9355
FOXE1	-0.26575
CNGA3	1.9315
GML	-0.0205
CD38	-2.7105
ZDHHC6	0.6125
NEFH	-2.42075
CTDSP2	0.535666666666667
PGBD5	1.46766666666667
CCNY	0.245214285714286
RMND5B	-0.450666666666667
ZNF257	-1.4195
FLJ22167	1.314125
EXOSC7	-0.938666666666667
ROR2	1.00125
MAOA	-0.019375
TNNT3	-0.135
GYPC	-1.61675
C7orf33	1.1005
PLIN	0.0743333333333333
LOC90826	0.20425
RNF4	-0.1389
F8A1	0.414
PLEKHG4	-0.282
GRB2	-0.4563
HIST1H2AD	0.477
DUS3L	-0.645
EIF1	0.0755
RP5-1077B9.4	-1.06783333333333
FPGT	1.4845
GDF10	0.912
COQ9	0.35975
GCC2	0.2775
RARRES3	1.608875
PLXNA1	-0.2072
KIAA0100	-0.8596
PMF1	0.46
FNDC1	5.673
HS2ST1	-0.1285
CRELD2	0.751
C8G	-1.9135
CD82	-0.00775
LIM2	-0.8065
UNQ6490	0.3215
MMP16	-0.219
DRD3	0.144
C5orf26	-0.0215
C11orf73	0.206125
PTP4A2	0.442625
OR4M2	0.488
HPCA	-1.555
SEC14L1	-0.793166666666667
CHFR	0.1875
EMILIN1	1.025625
NDUFS4	0.452
COL18A1	-0.581375
PDZD3	-0.1373
C9orf16	-0.3595
ERBB2IP	0.353333333333333
EMX2	0.6585
FUS	-2.0065
TF	-4.04233333333333
CLCN4	0.698666666666667
CXorf56	0.45975
C11orf72	0.306
ELAC2	-2.09816666666667
NPR1	-0.9505
ASS1	-0.917666666666667
USP42	-0.85425
POLR2J	-0.9585
SEC23IP	0.7155
UQCRC1	-0.54775
LOC729603	-0.344
C1orf71	0.1065
POLG	-2.48
ADAM23	-3.577
TFR2	-0.703
RICTOR	-0.5157
MGC39606	0.61325
C19orf55	-0.352
SNAPC1	-0.377166666666667
GNA11	0.578125
CCDC52	0.464166666666667
FSIP1	0.4365
UPF3A	-0.415
IGSF11	-1.806
LAGE3	-0.32275
CHST6	3.2545
UNC13B	-0.63625
TTLL4	-1.15425
ZNF687	-0.349625
SDC2	0.601
COX7A2	-0.27625
LAMB4	-0.281
FAM24A	0.2645
LRRTM3	-0.929333333333333
GPHB5	0.16625
OR4C13	1.0185
EIF3EIP	0.106928571428571
HABP4	-0.6705
TMEM125	4.26425
CNTN2	-0.330714285714286
ASNSD1	0.17875
FUT4	0.064875
ACF	-2.902
LOC158381	0.858
CDH8	2.22075
AGPS	-0.4295
C4orf18	2.148125
PECI	-1.464
UNG	-0.612625
GSTP1	-0.464875
DCUN1D5	-0.873
DKFZP564J0863	-0.279
SLC9A3R1	-2.497375
BCDO2	0.234625
CHMP7	0.20575
REM2	0.7005
DNHD1	-0.313125
FKBP4	-1.887625
ZNF350	0.6835
MGC11102	0.075125
BST1	1.87975
KISS1R	0.8395
NCR2	0.423
DEFB125	-0.595
UBE2W	1.530875
KRT15	1.259125
C10orf99	-0.043
SCN11A	-0.20775
GFI1	-1.84175
RDHE2	5.31816666666667
FHL1	-0.6555
OSGEP	0.292666666666667
GATA1	-3.32283333333333
SMC6	-1.76625
TTTY14	-0.72675
LPIN3	0.33275
RPL4	-1.0409
RBPMS	0.8604
PRPF3	0.122166666666667
EMR1	-0.1895
SPATA19	0.4515
XCR1	0.293
IRX3	2.0346
RBM6	-0.41975
KLF4	-0.4462
UNC5CL	3.3355
SEBOX	-0.017
BTK	0.415
KRCC1	1.059
C6orf27	0.185
SYTL5	-0.309
PRND	0.44975
LOC653319	-0.538
PIGL	-1.036875
HUS1	0.1475
SFRS6	-0.25675
C17orf77	0.3915
UIMC1	0.139333333333333
FXYD2	-1.4695
LOC283152	1.9885
ZNF667	-0.82275
ZCCHC12	-0.018
TFEC	2.1026
ATP7B	-0.714166666666667
POLD2	-1.76516666666667
RG9MTD1	-0.22175
ACOT2	-0.395333333333333
HIST1H4I	-0.73725
PPARGC1A	-1.732
ETFA	-0.7114
POLRMT	-0.95475
ZNF146	-0.122625
MIA2	1.032
KLHL6	-0.466
HOXB5	1.4475
NENF	0.89
CUGBP1	0.947
PRSS22	1.15516666666667
CASC4	1.3531
CUL4B	0.2883
CENPJ	-1.2554
PITX1	-0.613
FLJ31033	0.782666666666667
CELSR3	-1.099
ZNF568	0.37
ITSN1	-0.00724999999999998
EHBP1L1	-0.621333333333333
C19orf2	-0.5745
DCTN1	-0.9695
LIN28B	-2.75566666666667
TNKS2	0.16775
C1QBP	-1.00175
CADPS2	2.2295
SRMS	-0.56075
GJA9	-0.104666666666667
MGC24975	-0.791333333333333
TRIM45	-2.05566666666667
TSP50	-0.1205
TCP1	-1.22425
TMED7	1.4323
CMA1	-0.149
CENPL	-0.361333333333333
PTCRA	0.031
FST	-3.0985
VWCE	-3.64175
PAWR	-0.11575
ABCC12	0.0518
LDLR	-1.2019
ASTN2	-0.4413
LOC441212	-0.812125
GPATCH8	-0.293
TANC2	0.176166666666667
KIF4A	-2.63725
C18orf18	-0.18425
PGM1	-0.5775
KIAA0258	0.1415
CPD	1.927375
SNCAIP	-0.902666666666667
DCT	-3.955
HLA-DOA	3.05213636363636
OR11L1	0.376
UPK1B	0.221
DNAJB4	0.191875
UGT1A8	-0.004
HIST1H4L	-1.639
PECR	-1.5375
HSPA2	0.329
WFIKKN1	-2.3795
SERP1	0.8205
SYDE2	-0.82025
TACR2	0.124
NUP85	-0.833
CD177	0.881
LGR5	-0.224666666666667
PIGG	-0.00483333333333332
PTHR1	-0.524166666666667
RAB5A	0.5931
FLJ13224	-1.0365
USP9Y	-1.1205
C7orf53	-0.506
LRP1B	-0.26825
XAF1	2.4826
ABCG8	0.248
ANKDD1A	-0.725666666666667
DAND5	-1.4815
SPAG6	0.955333333333333
LINCR	0.4695
ZDHHC22	-1.242625
CCDC60	0.91
THOC7	-1.02383333333333
TCTA	0.7612
OR8K3	0.29725
NY-REN-7	1.87075
B2M	2.448
C6orf141	-0.27775
LPPR4	3.66875
SQLE	-2.06775
SEPHS1	-1.19875
BTBD14B	0.154285714285714
PLRG1	0.25525
SPG7	-0.277625
ZNF614	0.0428333333333333
PARD6G	0.673166666666667
INPP5B	-0.4331
GRPEL2	0.31625
PPID	-1.1535
TRIM56	-0.79325
UBE2J1	0.813125
IL20RA	2.7915
LOC387856	0.349
C1orf107	0.782583333333333
UTS2R	0.53
C19orf22	0.91725
SAFB2	-0.49175
KIAA0652	-0.401625
KLRG1	-0.591
MS4A8B	1.58633333333333
FRAG1	0.15825
KIAA1546	-0.065
E2F4	-0.3503
CLEC4M	0.841166666666667
BTBD14A	-0.377
KIAA0999	0.0631
GYPA	-2.19083333333333
TAC1	0.187666666666667
TRAIP	-2.06183333333333
KIAA0232	0.1427
ERCC8	-0.668125
GPX4	0.241125
KIAA0368	-0.321375
GPR157	-0.702666666666667
CTAGE4	0.666
C9orf30	0.366833333333333
OR52A1	0.1225
HSP90B3P	0.677
ALG9	-0.6486
BTBD10	1.09675
SDK2	0.12675
BAIAP3	-1.1275
RABGGTB	-1.06025
ANKRD40	-0.309166666666667
KRT74	-0.112
CALCOCO2	0.568142857142857
SNCA	-2.437
TMSL8	-2.694625
C2orf53	-0.1015
ESRRB	-0.3775
ARHGAP26	0.054375
TDRD9	-1.865
HRAS	-1.08233333333333
KLRC4	-1.5185
JAGN1	-0.124333333333333
BSDC1	0.266
RNF43	-0.4143
NDUFAF1	0.503
PHF12	-0.17025
OR1L3	0.21625
FOLR2	3.02216666666667
LYZL6	0.4205
tcag7.1260	-0.4965
WSB1	0.309
PROS1	0.814
OSTN	0.578
PSMB8	1.36
SOCS4	-0.329625
DDIT4L	4.187
MAS1	0.193
MGC34796	-0.648
CSHL1	-0.0101666666666667
TBCCD1	-1.19433333333333
ZBTB7C	-0.4215
AP2S1	-0.23875
P15RS	-0.2145
VAT1	-0.7674
SHANK3	0.672166666666667
TUFM	-0.355
THEG	-0.2345
KRT34	-0.99825
SGSM3	-0.426125
TOMM22	0.313625
SOCS3	2.2555
CPO	0.851
POP4	0.74275
BHLHB3	1.4225
MALL	3.22875
OR1B1	0.4865
PARK2	0.5195
GPR124	0.38225
LCE1E	0.0905
RUVBL2	-1.798
CGRRF1	1.2445
ACPL2	0.04275
WNT10B	-1.709625
BAIAP2L2	-0.97075
ISCA1	0.977
C1orf125	0.132625
RPAP1	-1.175
RAI16	-0.145166666666667
RPL27	-0.1085
NLRP9	0.2445
EPN1	-0.4165
LOC388610	-0.9805
SLC35A1	1.0266
GAL	-3.687
SLC14A2	0.295
RDH11	-0.4485
FAM138F	-0.658
AUH	0.23325
FLJ40243	0.98975
C14orf129	0.611666666666667
MBD2	-0.680833333333334
ABHD14B	0.246625
PIGT	0.162875
ALS2CR4	-0.333375
ALAS1	-0.2709
FOXO1	1.0615
CRLF3	-0.192125
C20orf107	-0.8415
FARS2	-0.16175
CCDC28A	1.332
NPHP3	0.20075
OR13F1	0.3065
TSEN54	-1.4265
DEFB106B	0.0107
OR8B4	0.2865
STH	-0.3025
ZC3H14	-0.44575
CBX2	-1.108
TMEM49	1.22025
C6orf21	0.38
FLJ20920	-0.365375
CRTAP	-0.0617857142857143
DDX50	-0.0405
STYXL1	-0.1355
BLVRB	0.448166666666667
LOC147650	0.233166666666667
MMP24	0.61725
GRID1	1.3045
BANF1	-0.237333333333333
CTAGEP	0.636
HMBS	-1.6585
SLC25A24	-0.671333333333333
C14orf50	-0.09025
MRO	0.199333333333333
SLC25A15	-1.23425
FAM84B	0.0237
TDP1	-0.82
C16orf78	0.264333333333333
C11orf57	-0.186375
RFK	0.18975
ZFYVE9	-1.232
STCH	0.3594
WIBG	0.45375
LOC283871	-0.7485
GBA2	-1.6277
NDUFB3	0.55575
HSD17B13	0.51425
GRIN3A	0.345
FMNL1	-0.591166666666667
SEPT7	0.2144
GNLY	1.9515
GRAMD1C	1.12083333333333
ZNF165	-0.22825
USP38	0.647
FAM83A	-0.2035
C14orf24	0.55125
ARMCX3	1.47125
ARHGDIB	0.548333333333333
AK1	-0.595125
KIAA1045	0.22025
DNAJB13	0.0325
NEU2	0.3125
HIST1H4B	-1.23383333333333
FAM20B	-0.0626
HES2	0.2725
FAM73B	-0.6169
LOC388381	-0.3455
INTS7	-0.082
AMPH	2.018
ZNF775	-0.414125
UCKL1	-0.515833333333333
C10orf97	0.49925
C1orf161	-0.08275
ALDH1L1	-0.21725
FLJ39378	-0.113125
SLC23A1	-2.815
RBM4B	0.29075
THAP4	-0.0756666666666667
OGFRL1	0.453
KIAA0831	0.34925
PPP1R15A	-0.802833333333333
C1orf96	-0.3905
C12orf11	-1.22575
BMF	0.746875
MAN1A1	0.49125
KIAA1600	0.6435
NLGN4X	-0.42075
ALOX12	-1.18283333333333
RB1CC1	-0.2709
NEIL2	0.4861
EIF4E	0.167136363636364
ABHD5	0.778
EXOC4	-0.131833333333333
CIP29	0.535666666666667
BATF2	2.71925
SLC29A4	-0.997
HTR4	-0.011
EMB	1.78325
TRAF6	0.993
LMNB1	-0.6485
FAM19A5	0.912375
SHE	0.71225
PIK3C2B	0.78175
C15orf15	0.0304
USP15	0.3601
TCEAL2	1.20325
C5orf39	-0.658333333333333
PTGER2	1.348
SLC31A1	-0.412125
IFT172	0.14875
ADAM29	0.12375
GFOD1	-1.15625
ST7L	-0.200166666666667
