Hybridization REF	TCGA-64-1676-01A-01R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.303583333333333
CREB3L1	0.1885
RPS11	0.67475
PNMA1	0.141
MMP2	-0.269
C10orf90	-1.9745
ZHX3	-1.2365
ERCC5	-0.66125
GPR98	-1.728125
RXFP3	1.8145
APBB2	-0.158
PRO0478	-0.669
KLHL13	-2.7125
PRSSL1	-0.00900000000000001
PDCL3	0.298333333333333
DECR1	-1.360875
SALL1	-0.306
CADM4	-1.24933333333333
RPS18	1.094
HNRPD	-1.82375
CFHR5	-0.289166666666667
SLC10A7	1.004125
OR2K2	0.431
LMAN1	-0.11025
SUHW1	-2.6465
CHD8	-1.4145
SUMO1	1.7684
GP1BA	-0.2115
DDB1	-1.5435
MYO9B	0.0789
MMP7	7.18875
CRNKL1	-0.185125
C9orf45	-3.20183333333333
XAB2	-0.886625
RTN1	1.277
KLHL14	-1.163875
TBX10	-0.3975
CENPQ	-0.72325
UTY	1.34653846153846
ZBTB12	0.2695
DTNBP1	-0.381125
KBTBD8	0.4025
ZEB1	-0.0388333333333333
ZG16	-0.77675
MIER1	1.3048
ADAM5P	0.123
CHD9	0.21125
STK16	1.35825
KIAA1486	-0.572
TOB2	-0.502083333333333
BANK1	4.392
OR2V2	0.07975
GRM2	0.401166666666667
PROSC	-0.4555
SPIN2B	-0.44675
PIR	-1.10677777777778
IPO9	-1.0848
EVC	-0.304
CXCL13	5.595
KIAA1199	0.4801
SORL1	0.16875
NAT10	-0.99775
CHD1	-0.28925
SYN3	-0.821
SLC22A2	-0.5895
SERPINF1	-0.370833333333333
WDR34	-1.727
OR7A17	0.09825
C9orf11	-0.7115
RNF216L	-0.254
LHB	0.7985
STK25	-0.2385
TAOK3	0.05475
LOC152573	2.59425
C3orf39	-0.8825
C14orf108	-0.4192
CDC25B	-0.674545454545455
BMP3	2.231
TMEM180	0.244
MAP1LC3C	0.63425
CRYGC	-0.676
POU3F1	-0.6876
C20orf32	-0.698
CCDC95	0.351
HIGD1B	4.209
USP6NL	-0.000124999999999979
ABCD4	0.7065
DIMT1L	-0.672166666666667
TEK	2.394125
SLC25A46	0.496
LARP7	-1.4558
CD160	1.40483333333333
MT1JP	-0.0511666666666667
PHF20	-1.4545625
CPNE4	0.55175
GTPBP1	-0.945214285714286
RAB33B	1.68033333333333
ALDOC	-0.37875
ZNF212	-1.04675
NUDT1	-1.22633333333333
RFPL2	-1.145
ZNF83	-0.938666666666667
GDPD5	-1.535125
PDCD4	0.3296
CEP350	-0.8675
OR10A2	0.4995
CST7	0.5245
CIAO1	0.32425
SELL	0.741375
OR8J3	0.5865
LTBP4	0.323666666666667
SIRT6	0.15375
CCL19	5.4575
PPIL1	-0.628833333333333
GBP7	0.2435
STK17A	1.5582
ABR	0.54775
OR9G1	0.351
FOXE1	-0.245875
CNGA3	0.395
GML	0.2385
CD38	0.12475
ZDHHC6	0.0391666666666667
NEFH	-1.82575
CTDSP2	0.0228333333333333
PGBD5	-2.01633333333333
CCNY	0.820142857142857
RMND5B	-0.567916666666667
ZNF257	-0.94325
FLJ22167	-0.483125
EXOSC7	-0.844833333333333
ROR2	0.09325
MAOA	1.474
TNNT3	-0.201333333333333
GYPC	-1.22925
C7orf33	0.322
PLIN	0.0816666666666667
LOC90826	0.1835
RNF4	-0.8971
F8A1	-0.243833333333333
PLEKHG4	0.444
GRB2	0.0831
HIST1H2AD	0.95725
DUS3L	-0.7135
EIF1	-0.217833333333333
RP5-1077B9.4	-0.579833333333333
FPGT	2.101
