Hybridization REF	TCGA-07-0249-20A-01R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.710666666666667
CREB3L1	1.56625
RPS11	-0.924
PNMA1	1.61875
MMP2	2.79
C10orf90	3.294
ZHX3	0.772166666666667
ERCC5	1.232
GPR98	-1.701625
RXFP3	0.6385
APBB2	0.791
PRO0478	-1.48975
KLHL13	0.51325
PRSSL1	-0.853
PDCL3	-0.089
DECR1	-0.19025
SALL1	2.18733333333333
CADM4	0.0261666666666667
RPS18	-0.958785714285714
HNRPD	0.0359166666666667
CFHR5	0.690833333333333
SLC10A7	0.235
OR2K2	-0.011
LMAN1	1.421125
SUHW1	-2.465
CHD8	-1.7585
SUMO1	0.4942
GP1BA	-0.4665
DDB1	-0.726666666666667
MYO9B	0.4413
MMP7	4.58825
CRNKL1	-0.547
C9orf45	-2.15583333333333
XAB2	0.128375
RTN1	2.34725
KLHL14	-0.867375
TBX10	-1.133
CENPQ	0.32625
UTY	-0.244571428571429
ZBTB12	0.05
DTNBP1	-1.881625
KBTBD8	-0.555
ZEB1	0.418666666666667
ZG16	-1.61575
MIER1	0.4562
ADAM5P	-0.1295
CHD9	0.0488125
STK16	0.72625
KIAA1486	-0.203
TOB2	-0.350833333333333
BANK1	1.76775
OR2V2	0.2215
GRM2	0.286333333333333
PROSC	-0.263875
SPIN2B	0.3485
PIR	-0.188222222222222
IPO9	-0.4292
EVC	2.33366666666667
CXCL13	-0.0298333333333333
KIAA1199	-0.1236
SORL1	-5.95425
NAT10	-0.64725
CHD1	-0.5155
SYN3	0.47675
SLC22A2	-0.4835
SERPINF1	-4.5945
WDR34	-1.09375
OR7A17	0.7245
C9orf11	0.056
RNF216L	0.0615
LHB	0.3285
STK25	-0.339375
TAOK3	1.4875
LOC152573	-2.40325
C3orf39	0.92075
C14orf108	0.7673
CDC25B	-1.49872727272727
BMP3	0.7135
TMEM180	0.4855
MAP1LC3C	0.524
CRYGC	0.297
POU3F1	-1.5401
C20orf32	-1.079
CCDC95	0.2215
HIGD1B	-0.3125
USP6NL	0.1565
ABCD4	-0.378333333333333
DIMT1L	0.257833333333333
TEK	0.0465
SLC25A46	0.4695
LARP7	-1.6381
CD160	0.299166666666667
MT1JP	3.16783333333333
PHF20	0.170375
CPNE4	1.09325
GTPBP1	-0.903642857142857
RAB33B	1.41666666666667
ALDOC	0.83725
ZNF212	-0.23425
NUDT1	-0.628166666666667
RFPL2	-0.997
ZNF83	-5.23716666666667
GDPD5	-2.3765
PDCD4	0.4716
CEP350	-1.19175
OR10A2	0.25525
CST7	-1.4465
CIAO1	0.22225
SELL	0.398125
OR8J3	-0.00900000000000001
LTBP4	-0.0171666666666667
SIRT6	0.1045
CCL19	0.446
PPIL1	-1.51366666666667
GBP7	-0.1014
STK17A	1.195
ABR	1.75575
OR9G1	1.257
FOXE1	-0.147625
CNGA3	2.97
GML	0.107
CD38	-2.358
ZDHHC6	0.588333333333333
NEFH	-4.39425
CTDSP2	-0.0904166666666667
PGBD5	-2.3935
CCNY	0.748357142857143
RMND5B	-0.604166666666667
ZNF257	-4.574
FLJ22167	0.91325
EXOSC7	-0.2955
ROR2	-1.80275
MAOA	1.304125
TNNT3	-0.498833333333333
GYPC	-0.89725
C7orf33	1.0455
PLIN	0.394166666666667
LOC90826	0.4965
RNF4	0.5039
F8A1	-0.994833333333333
PLEKHG4	-0.168
GRB2	-0.0138
HIST1H2AD	-1.277
DUS3L	-0.7725
EIF1	0.527166666666667
RP5-1077B9.4	-1.42683333333333
FPGT	1.34
GDF10	-2.9335
COQ9	-0.101
GCC2	0.0825
RARRES3	0.275375
PLXNA1	0.3207
KIAA0100	0.0389
PMF1	-0.8835
FNDC1	0.17375
HS2ST1	-0.240333333333333
CRELD2	0.3155
C8G	-2.567
CD82	2.43775
LIM2	-1.5755
UNQ6490	0.6945
MMP16	0.828
DRD3	0.2185
C5orf26	-1.2545
C11orf73	-0.21525
PTP4A2	0.52425
OR4M2	0.0905
HPCA	1.07233333333333
SEC14L1	-0.366333333333333
CHFR	-4.5245
EMILIN1	-0.933375
NDUFS4	0.554
COL18A1	-3.487625
PDZD3	0.0985
C9orf16	0.136833333333333
ERBB2IP	-0.0896666666666667
EMX2	0.02225
FUS	-1.06675
TF	-4.5381
CLCN4	2.31366666666667
CXorf56	0.06525
C11orf72	0.30375
ELAC2	-1.47258333333333
NPR1	-2.72875
ASS1	-0.24
USP42	-0.79125
POLR2J	-0.3535
SEC23IP	0.946666666666667
UQCRC1	0.4545
LOC729603	0.25025
C1orf71	-0.48975
POLG	-1.0985
ADAM23	0.275
TFR2	-0.56875
RICTOR	-0.8811
MGC39606	0.15175
C19orf55	-0.100125
SNAPC1	1.07233333333333
GNA11	0.437625
CCDC52	0.631666666666667
FSIP1	1.6295
UPF3A	0.883625
IGSF11	-2.19916666666667
