Hybridization REF	TCGA-05-4250-01A-01R-1107-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.651666666666667
CREB3L1	0.39925
RPS11	0.872125
PNMA1	-0.46725
MMP2	-0.892666666666667
C10orf90	-1.72625
ZHX3	-1.40133333333333
ERCC5	-1.9125
GPR98	1.3095
RXFP3	1.3845
APBB2	-0.6255
PRO0478	-1.820125
KLHL13	-3.4295
PRSSL1	1.87033333333333
PDCL3	-0.0505
DECR1	-0.140625
SALL1	-3.5664
CADM4	-0.254
RPS18	1.95771428571429
HNRPD	-1.88666666666667
CFHR5	1.50433333333333
SLC10A7	-0.107375
OR2K2	-0.3725
LMAN1	-0.233875
SUHW1	-1.49066666666667
CHD8	-2.4391
SUMO1	1.0938
GP1BA	0.00109999999999999
DDB1	-2.09183333333333
MYO9B	-0.902777777777778
MMP7	9.59
CRNKL1	-0.486375
C9orf45	-2.29733333333333
XAB2	-0.6885
RTN1	1.137375
KLHL14	-0.867428571428571
TBX10	-0.0175
CENPQ	-0.05175
UTY	0.571428571428571
ZBTB12	-0.3715
DTNBP1	-0.31425
KBTBD8	1.317
ZEB1	-0.709
ZG16	-0.6585
MIER1	1.1023
ADAM5P	-0.3955
CHD9	-0.9170625
STK16	0.68575
KIAA1486	0.2935
TOB2	-0.15675
BANK1	4.31425
OR2V2	-0.023
GRM2	0.409666666666667
PROSC	0.328375
SPIN2B	-0.016
PIR	-1.47233333333333
IPO9	-0.7672
EVC	-1.05466666666667
CXCL13	7.21583333333333
KIAA1199	0.4132
SORL1	-1.14175
NAT10	-1.247
CHD1	-1.41975
SYN3	0.94875
SLC22A2	-0.05675
SERPINF1	0.134666666666667
WDR34	-1.63175
OR7A17	0.32425
C9orf11	-1.2685
RNF216L	0.6863
LHB	0.409
STK25	-1.466
TAOK3	-0.06475
LOC152573	1.4695
C3orf39	-0.43875
C14orf108	0.0243
CDC25B	-1.67690909090909
BMP3	0.926
TMEM180	0.4915
MAP1LC3C	1.6575
CRYGC	-0.419
POU3F1	-0.5782
C20orf32	-0.936
CCDC95	0.4465
HIGD1B	5.07675
USP6NL	0.356625
ABCD4	0.235
DIMT1L	0.175083333333333
TEK	0.5825
SLC25A46	0.9955
LARP7	-2.3721
CD160	1.64333333333333
MT1JP	1.105
PHF20	-1.559375
CPNE4	0.5545
GTPBP1	-1.29592857142857
RAB33B	0.925666666666667
ALDOC	-2.19775
ZNF212	-1.40525
NUDT1	-1.18816666666667
RFPL2	-0.95575
ZNF83	-1.2275
GDPD5	-1.10625
PDCD4	-0.05255
CEP350	-1.5715
OR10A2	0.98525
CST7	2.31525
CIAO1	0.75775
SELL	1.558125
OR8J3	0.7435
LTBP4	0.0526666666666666
SIRT6	0.0105
CCL19	5.86425
PPIL1	0.545833333333333
GBP7	0.017
STK17A	0.8048
ABR	-0.5265
OR9G1	0.5505
FOXE1	1.9735
CNGA3	0.2875
GML	0.461
CD38	1.74675
ZDHHC6	0.8585
NEFH	-1.118
CTDSP2	-0.939916666666667
PGBD5	1.78933333333333
CCNY	0.743714285714286
RMND5B	-0.535083333333333
ZNF257	-1.70025
FLJ22167	-0.207
EXOSC7	-0.270166666666667
ROR2	0.01425
MAOA	1.414625
TNNT3	0.353
GYPC	-0.8135
C7orf33	1.592
PLIN	0.719333333333333
LOC90826	-0.236
RNF4	-0.7953
F8A1	-0.435333333333333
PLEKHG4	-1.44375
GRB2	-0.2957
HIST1H2AD	0.4615
DUS3L	-0.725666666666667
EIF1	-0.837833333333333
RP5-1077B9.4	-1.0185
FPGT	2.02475
GDF10	0.7545
COQ9	-0.41425
GCC2	-0.855214285714286
RARRES3	4.04575
PLXNA1	-0.7507
KIAA0100	-1.9744
PMF1	0.637
FNDC1	2.8055
HS2ST1	0.0508333333333334
CRELD2	-0.532
C8G	-1.6895
CD82	0.006
LIM2	-0.796
UNQ6490	-0.714
MMP16	-0.23125
DRD3	0.143
C5orf26	-1.3135
C11orf73	0.320625
PTP4A2	0.782875
OR4M2	0.417
HPCA	-0.982833333333333
SEC14L1	-0.521666666666667
CHFR	0.18475
EMILIN1	0.4365
NDUFS4	0.69725
COL18A1	-1.66025
PDZD3	-0.0164
C9orf16	0.565333333333333
ERBB2IP	-0.208333333333333
EMX2	-0.081
FUS	-2.9615
TF	-4.0577
CLCN4	-0.0528333333333334
CXorf56	-0.0135
C11orf72	0.225
ELAC2	-2.09258333333333
NPR1	-1.5355
ASS1	-1.99333333333333
USP42	-0.700625
POLR2J	-0.4275
SEC23IP	0.4415
UQCRC1	-0.1345
LOC729603	-0.507
C1orf71	-0.49875
POLG	-2.741
ADAM23	-3.88075
TFR2	-0.45625
RICTOR	-0.4998
MGC39606	1.12825
C19orf55	0.192875
SNAPC1	0.892666666666667
GNA11	-0.832625
CCDC52	-0.0666666666666667
FSIP1	-0.342
UPF3A	-2.556875
IGSF11	-0.2545
LAGE3	0.76325
CHST6	0.291
UNC13B	-0.827625
TTLL4	-1.278625
ZNF687	-0.2765
SDC2	-0.3039
COX7A2	1.003
LAMB4	-0.532
FAM24A	0.928
LRRTM3	-1.48783333333333
GPHB5	0.8785
OR4C13	-1.2185
EIF3EIP	-0.122785714285714
HABP4	-1.1475
TMEM125	4.2975
CNTN2	-0.46225
ASNSD1	0.92875
FUT4	0.823125
ACF	-2.02475
LOC158381	0.6195
CDH8	0.82
AGPS	-0.1245
C4orf18	0.934
PECI	0.326916666666667
UNG	-0.17075
GSTP1	-0.15725
DCUN1D5	-0.3405
DKFZP564J0863	1.1855
SLC9A3R1	-1.707625
BCDO2	-0.333714285714286
CHMP7	-0.586
REM2	0.7995
DNHD1	-0.519
FKBP4	-1.309625
ZNF350	0.00575
MGC11102	0.33075
BST1	2.8455
