Hybridization REF	TCGA-44-2656-01A-02R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.24025
CREB3L1	0.07775
RPS11	0.389875
PNMA1	-0.37425
MMP2	0.173666666666667
C10orf90	-2.58375
ZHX3	-1.07033333333333
ERCC5	-0.31175
GPR98	-0.48875
RXFP3	0.7415
APBB2	-0.64475
PRO0478	-0.93625
KLHL13	-2.97575
PRSSL1	-0.188
PDCL3	0.417833333333333
DECR1	0.374375
SALL1	-4.93883333333333
CADM4	-0.253166666666667
RPS18	0.828214285714286
HNRPD	-0.27025
CFHR5	2.16166666666667
SLC10A7	0.553125
OR2K2	-0.7135
LMAN1	0.353375
SUHW1	-3.494
CHD8	-0.7269
SUMO1	0.1061
GP1BA	1.4594
DDB1	-0.921166666666667
MYO9B	0.2015
MMP7	7.64125
CRNKL1	-0.4575
C9orf45	-2.24316666666667
XAB2	-0.457625
RTN1	1.740875
KLHL14	-0.8195
TBX10	-0.989
CENPQ	-1.1185
UTY	0.545785714285714
ZBTB12	0.247
DTNBP1	-0.073875
KBTBD8	0.572333333333333
ZEB1	0.0571666666666667
ZG16	0.942
MIER1	0.9401
ADAM5P	0.814
CHD9	-0.146125
STK16	0.4435
KIAA1486	0.7955
TOB2	0.00191666666666667
BANK1	5.8975
OR2V2	-0.4105
GRM2	0.0696666666666667
PROSC	-0.248125
SPIN2B	-0.4575
PIR	-0.213555555555556
IPO9	-0.2531
EVC	-0.620833333333333
CXCL13	7.246
KIAA1199	-1.3037
SORL1	0.5875
NAT10	-0.79175
CHD1	0.19975
SYN3	-0.13125
SLC22A2	-0.312
SERPINF1	0.333833333333333
WDR34	-1.0485
OR7A17	0.4475
C9orf11	-0.4705
RNF216L	0.0528
LHB	0.0875
STK25	-0.591
TAOK3	1.10975
LOC152573	1.361
C3orf39	-1.283375
C14orf108	-0.0781
CDC25B	-0.401272727272727
BMP3	4.61
TMEM180	0.429
MAP1LC3C	3.02125
CRYGC	-0.4785
POU3F1	-1.4593
C20orf32	-0.437
CCDC95	-0.2865
HIGD1B	5.10275
USP6NL	0.425625
ABCD4	0.218833333333333
DIMT1L	-0.304916666666667
TEK	2.28957142857143
SLC25A46	0.34525
LARP7	-1.4013
CD160	1.7765
MT1JP	1.32283333333333
PHF20	-1.02375
CPNE4	1.955
GTPBP1	-0.469357142857143
RAB33B	1.07
ALDOC	-2.488875
ZNF212	-0.145
NUDT1	-1.23133333333333
RFPL2	-1.17825
ZNF83	-0.5825
GDPD5	-0.770875
PDCD4	0.6869
CEP350	-0.09925
OR10A2	0.529
CST7	3.43275
CIAO1	-0.18075
SELL	2.318875
OR8J3	-0.062
LTBP4	0.176166666666667
SIRT6	-0.21475
CCL19	5.467
PPIL1	-0.549166666666667
GBP7	0.77
STK17A	1.1459
ABR	0.7465
OR9G1	0.112
FOXE1	1.762875
CNGA3	0.7355
GML	0.5065
CD38	1.64825
ZDHHC6	0.231
NEFH	-2.8245
CTDSP2	0.593333333333333
PGBD5	-1.41583333333333
CCNY	0.864857142857143
RMND5B	-0.454416666666667
ZNF257	-2.813
FLJ22167	-1.27275
EXOSC7	-1.0865
ROR2	-0.013
MAOA	2.477
TNNT3	-0.120833333333333
GYPC	-1.13775
C7orf33	-0.5845
PLIN	0.330333333333333
LOC90826	0.68975
RNF4	-0.0148
F8A1	0.3745
PLEKHG4	-0.739
GRB2	0.5519
HIST1H2AD	2.02125
DUS3L	-0.3005
EIF1	-0.0363333333333333
RP5-1077B9.4	-1.206
FPGT	0.786
GDF10	2.9295
COQ9	-0.3565
GCC2	-0.0764285714285714
RARRES3	3.24525
PLXNA1	-0.2444
KIAA0100	-0.6887
PMF1	0.66775
FNDC1	4.14675
HS2ST1	-0.0199166666666666
CRELD2	0.465
C8G	-2.107
CD82	0.123
LIM2	-0.5965
UNQ6490	0.276
MMP16	-0.365
DRD3	0.03575
C5orf26	-0.523
C11orf73	-0.129625
PTP4A2	0.272625
OR4M2	0.941
HPCA	-0.758333333333333
SEC14L1	-0.197333333333333
CHFR	0.673125
EMILIN1	0.535
NDUFS4	0.303
COL18A1	-0.10975
PDZD3	-0.0584
C9orf16	-0.088
ERBB2IP	1.02466666666667
EMX2	-0.0445
FUS	-2.10825
TF	-4.0866
CLCN4	1.12566666666667
CXorf56	0.908
C11orf72	0.52125
ELAC2	-1.484
NPR1	-0.52375
ASS1	-0.6745
USP42	-0.033375
POLR2J	0.028
SEC23IP	1.111
UQCRC1	-0.58775
LOC729603	-0.20875
C1orf71	0.39575
POLG	-2.5405
ADAM23	-3.9405
TFR2	-1.289
RICTOR	0.0512
MGC39606	0.11475
C19orf55	-0.435875
SNAPC1	-0.939666666666667
GNA11	-0.141625
CCDC52	-0.234666666666667
FSIP1	-0.2415
UPF3A	-1.24275
IGSF11	-2.70566666666667
LAGE3	0.22475
CHST6	-1.757
UNC13B	1.782625
TTLL4	-1.2335
ZNF687	-0.00937500000000005
SDC2	-1.5347
COX7A2	0.217
LAMB4	-0.5495
FAM24A	0.409
LRRTM3	-0.862
GPHB5	0.5415
OR4C13	0.183
EIF3EIP	-0.149214285714286
HABP4	-0.2545
TMEM125	5.154
CNTN2	-0.2275
ASNSD1	-0.5885
FUT4	0.03825
ACF	-3.35825
LOC158381	0.7725
CDH8	-0.74475
AGPS	-0.286
C4orf18	1.084875
PECI	-0.442333333333333
UNG	-0.797125
GSTP1	0.50875
DCUN1D5	-0.443333333333333
DKFZP564J0863	-0.26625
SLC9A3R1	-1.6125
BCDO2	-0.092625
CHMP7	-0.329375
REM2	-1.013
DNHD1	-0.525125
FKBP4	-1.9095
ZNF350	0.58775
MGC11102	0.551125
BST1	1.885
KISS1R	1.0385
NCR2	0.3745
DEFB125	-0.043
UBE2W	2.251875
KRT15	-0.5415
C10orf99	0.1725
SCN11A	-0.0727142857142857
GFI1	0.6
RDHE2	6.40766666666667
FHL1	-0.733166666666667
OSGEP	0.4155
GATA1	-3.317
SMC6	-1.39725
TTTY14	0.15425
LPIN3	-0.51375
RPL4	-1.1817
RBPMS	0.0266
PRPF3	-0.313833333333333
EMR1	-0.524
SPATA19	-0.09725
XCR1	0.509
IRX3	2.1387
RBM6	-0.9255
KLF4	-0.4412
UNC5CL	2.73725
SEBOX	0.0705
BTK	1.36675
KRCC1	1.5775
C6orf27	0.1945
SYTL5	-0.3005
PRND	1.185
LOC653319	-1.3205
PIGL	-0.6975
HUS1	0.718833333333333
SFRS6	-0.432583333333333
C17orf77	0.279
UIMC1	-0.748
FXYD2	-1.9212
LOC283152	1.83
ZNF667	0.094
ZCCHC12	-0.6535
TFEC	4.7171
ATP7B	-1.22233333333333
POLD2	-1.18683333333333
RG9MTD1	0.31
ACOT2	0.614666666666667
HIST1H4I	-0.378625
PPARGC1A	-1.6
ETFA	-0.6602
POLRMT	-1.14875
ZNF146	-0.517
MIA2	-0.3605
KLHL6	1.44916666666667
HOXB5	-0.116375
NENF	0.845833333333333
CUGBP1	-0.1105
PRSS22	2.2245
CASC4	0.9901
CUL4B	0.0722
CENPJ	-1.2057
PITX1	-1.87816666666667
FLJ31033	1.61316666666667
CELSR3	-0.432333333333333
ZNF568	0.04125
ITSN1	-0.863833333333333
EHBP1L1	-0.125166666666667
C19orf2	-0.749
DCTN1	-1.03
LIN28B	-3.86916666666667
TNKS2	-0.0025
C1QBP	-0.4555
CADPS2	2.1845
SRMS	0.00125000000000003
GJA9	0.298333333333333
MGC24975	-1.5475
TRIM45	-1.7865
TSP50	0.26
TCP1	-1.70125
TMED7	0.9885
CMA1	1.1495
CENPL	-0.654333333333333
PTCRA	1.701
FST	-4.63875
VWCE	-3.97975
PAWR	0.242
ABCC12	0.6148
LDLR	-0.3645
ASTN2	-0.649
LOC441212	-0.344375
GPATCH8	-0.18475
TANC2	0.169666666666667
KIF4A	-1.60775
C18orf18	0.4555
PGM1	-0.452
KIAA0258	1.11325
CPD	1.69975
SNCAIP	-1.60525
DCT	-4.48183333333333
HLA-DOA	3.87340909090909
OR11L1	1.194
UPK1B	-0.795666666666667
DNAJB4	-0.565375
UGT1A8	-0.288
HIST1H4L	-0.9805
PECR	-0.891833333333333
HSPA2	-0.5895
WFIKKN1	-2.249
SERP1	0.835875
SYDE2	0.6055
TACR2	0.1675
NUP85	-0.38775
CD177	-0.792666666666667
LGR5	-2.53166666666667
PIGG	0.0111666666666667
PTHR1	-1.57966666666667
RAB5A	0.2302
FLJ13224	-0.172
USP9Y	0.17
C7orf53	-1.3625
LRP1B	-1.8525
XAF1	2.7938
ABCG8	-0.18
ANKDD1A	-0.217333333333333
DAND5	-2.2595
SPAG6	0.863666666666667
LINCR	1.07875
ZDHHC22	-1.5395
CCDC60	-0.2975
THOC7	-0.749833333333333
TCTA	0.6942
OR8K3	0.0175
NY-REN-7	-0.21875
B2M	2.61616666666667
C6orf141	-3.3005
LPPR4	2.15425
SQLE	-1.2665
SEPHS1	-1.2035
BTBD14B	0.358428571428571
PLRG1	0.476
SPG7	-0.899875
ZNF614	-0.144333333333333
PARD6G	0.227
INPP5B	-0.6912
GRPEL2	-0.68225
PPID	-0.6534
TRIM56	-0.19475
UBE2J1	1.04725
IL20RA	1.52075
LOC387856	-0.21
C1orf107	0.75225
UTS2R	0.46225
C19orf22	0.58775
SAFB2	-0.334125
