Hybridization REF	TCGA-35-3615-01A-01R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.709083333333333
CREB3L1	1.2325
RPS11	1.894125
PNMA1	-1.31125
MMP2	-1.25583333333333
C10orf90	-2.00125
ZHX3	-0.865
ERCC5	-0.587
GPR98	0.107625
RXFP3	1.3235
APBB2	-0.44675
PRO0478	-0.989125
KLHL13	-2.87425
PRSSL1	1.71883333333333
PDCL3	0.103666666666667
DECR1	-0.270375
SALL1	-4.38816666666667
CADM4	0.136333333333333
RPS18	2.55135714285714
HNRPD	-1.88716666666667
CFHR5	0.427
SLC10A7	0.03925
OR2K2	0.783
LMAN1	-0.675125
SUHW1	-2.95625
CHD8	-1.3511
SUMO1	0.5482
GP1BA	0.1014
DDB1	-1.25933333333333
MYO9B	-0.8477
MMP7	6.479
CRNKL1	-0.405
C9orf45	-2.00133333333333
XAB2	-0.275875
RTN1	0.232
KLHL14	-1.343125
TBX10	-0.268
CENPQ	-0.6825
UTY	1.255
ZBTB12	0.247
DTNBP1	0.05875
KBTBD8	-0.557
ZEB1	-0.183666666666667
ZG16	-1.73875
MIER1	0.4795
ADAM5P	0.3295
CHD9	-0.4045625
STK16	1.8745
KIAA1486	-0.052
TOB2	0.364333333333333
BANK1	6.1335
OR2V2	0.20175
GRM2	0.379333333333333
PROSC	-0.27225
SPIN2B	0.322
PIR	0.949444444444444
IPO9	-0.5033
EVC	0.0905
CXCL13	5.608
KIAA1199	-0.8592
SORL1	-0.606
NAT10	-0.956
CHD1	-0.27225
SYN3	-0.60525
SLC22A2	-0.3955
SERPINF1	-0.804833333333333
WDR34	-0.78575
OR7A17	0.1615
C9orf11	-0.4615
RNF216L	0.1261
LHB	0.3235
STK25	-0.59275
TAOK3	-1.286375
LOC152573	2.07575
C3orf39	-0.133375
C14orf108	-0.188
CDC25B	-1.86581818181818
BMP3	0.2955
TMEM180	0.6855
MAP1LC3C	-0.1545
CRYGC	-0.264
POU3F1	-0.861
C20orf32	-1.0115
CCDC95	-0.0895
HIGD1B	4.79125
USP6NL	0.29625
ABCD4	-0.0065
DIMT1L	-0.159416666666667
TEK	0.840625
SLC25A46	0.306
LARP7	-1.2863
CD160	0.11
MT1JP	-1.589
PHF20	-1.3515
CPNE4	0.6475
GTPBP1	-0.899285714285714
RAB33B	1.5615
ALDOC	-2.01725
ZNF212	-0.64325
NUDT1	-1.7075
RFPL2	-0.93925
ZNF83	-0.490666666666667
GDPD5	-1.70425
PDCD4	0.22775
CEP350	-0.60675
OR10A2	0.55725
CST7	-0.08975
CIAO1	-0.27475
SELL	0.90475
OR8J3	-0.568
LTBP4	0.335666666666667
SIRT6	0.167
CCL19	5.30975
PPIL1	0.505166666666667
GBP7	0.181166666666667
STK17A	-0.1752
ABR	-0.694
OR9G1	0.3365
FOXE1	-0.23675
CNGA3	3.3475
GML	0.158
CD38	2.20225
ZDHHC6	0.3425
NEFH	-2.64725
CTDSP2	-0.239916666666667
PGBD5	-1.889
CCNY	-0.0343571428571428
RMND5B	0.22425
ZNF257	-2.98025
FLJ22167	-1.188375
EXOSC7	-0.6645
ROR2	-0.662625
MAOA	4.21175
TNNT3	-0.0138333333333334
GYPC	-1.47075
C7orf33	1.5135
PLIN	0.346666666666667
LOC90826	0.63
RNF4	-0.7657
F8A1	-0.271666666666667
PLEKHG4	-3.57275
GRB2	-0.7575
HIST1H2AD	0.3445
DUS3L	0.132666666666667
EIF1	0.224333333333333
RP5-1077B9.4	-0.383
FPGT	1.9815
GDF10	3.04016666666667
COQ9	-0.07
GCC2	-0.468714285714286
RARRES3	2.366
PLXNA1	-0.5886
KIAA0100	-0.4728
PMF1	1.30025
FNDC1	4.157
HS2ST1	-0.411166666666667
CRELD2	0.85925
C8G	-1.3765
CD82	-0.18325
LIM2	-1.2975
UNQ6490	0.183
MMP16	-0.253
DRD3	0.42375
C5orf26	0.07875
C11orf73	0.0952499999999999
PTP4A2	0.148375
OR4M2	1.1465
HPCA	-0.961666666666667
SEC14L1	-0.891333333333333
CHFR	-0.792
EMILIN1	0.341625
NDUFS4	0.49375
COL18A1	-0.619625
PDZD3	0.0697
C9orf16	0.9415
ERBB2IP	0.209833333333333
EMX2	-0.03175
FUS	-3.022
TF	-3.4005
CLCN4	-0.857833333333333
CXorf56	0.145
C11orf72	0.738
ELAC2	-1.342
NPR1	-1.09475
ASS1	0.339166666666667
USP42	-0.9055
POLR2J	-0.4325
SEC23IP	0.5215
UQCRC1	-0.36925
LOC729603	0.745
C1orf71	0.185875
POLG	-2.756
ADAM23	-3.235
TFR2	-0.73825
RICTOR	-0.484
MGC39606	1.52875
C19orf55	-0.08275
SNAPC1	-1.01833333333333
GNA11	-0.497375
CCDC52	-1.36916666666667
FSIP1	-1.42
UPF3A	-0.606375
IGSF11	-1.63583333333333
LAGE3	-0.02025
CHST6	-2.3295
UNC13B	1.890875
TTLL4	-1.529375
ZNF687	-0.2185
SDC2	-0.9924
COX7A2	-0.03475
LAMB4	0.317
FAM24A	0.479
LRRTM3	-0.438
GPHB5	1.213
OR4C13	0.47
EIF3EIP	1.0925
HABP4	-1.3615
TMEM125	6.1495
CNTN2	0.287375
ASNSD1	0.214
FUT4	-0.809875
ACF	-2.44275
LOC158381	1.0845
CDH8	-0.00424999999999999
AGPS	-0.5605
C4orf18	0.67725
PECI	-0.01125
UNG	-1.709875
GSTP1	1.735125
DCUN1D5	-0.8135
DKFZP564J0863	-0.0465
SLC9A3R1	-2.003625
BCDO2	-1.768125
CHMP7	-0.203
REM2	0.00750000000000001
DNHD1	-0.468
FKBP4	-1.441
ZNF350	1.67775
MGC11102	-0.110625
BST1	0.872
KISS1R	1.751
NCR2	0.3515
DEFB125	-0.0055
UBE2W	1.735375
KRT15	0.23075
C10orf99	0.412
SCN11A	-0.306571428571429
GFI1	-1.47525
RDHE2	4.802
FHL1	-1.23316666666667
OSGEP	1.5785
GATA1	-2.47866666666667
SMC6	-1.68825
TTTY14	2.76325
LPIN3	0.09375
RPL4	-0.7099
RBPMS	0.4001
PRPF3	-0.620333333333333
EMR1	-1.67
SPATA19	0.251
XCR1	0.8295
IRX3	2.3307
RBM6	-1.241
KLF4	-1.329
UNC5CL	2.5315
SEBOX	-0.27
BTK	-0.653
KRCC1	0.5655
C6orf27	0.991
SYTL5	-0.45
PRND	0.762428571428571
LOC653319	-0.6105
PIGL	-0.16225
HUS1	0.0468333333333333
SFRS6	0.478333333333333
C17orf77	0.412
UIMC1	0.139833333333333
FXYD2	-1.2083
LOC283152	0.212
ZNF667	-2.4135
ZCCHC12	-0.48875
TFEC	2.0354
ATP7B	-0.7525
POLD2	-1.665
RG9MTD1	-0.178
ACOT2	0.613833333333333
HIST1H4I	-0.6415
PPARGC1A	0.0912
ETFA	-0.9873
POLRMT	-0.88625
ZNF146	-0.4535
MIA2	-1.4465
KLHL6	-0.523
HOXB5	0.43025
NENF	1.7395
CUGBP1	-0.56575
PRSS22	1.31683333333333
CASC4	1.3926
CUL4B	-0.2961
CENPJ	-1.4666
PITX1	-0.293833333333333
FLJ31033	0.248
CELSR3	0.417
ZNF568	-0.74375
ITSN1	-1.31418181818182
EHBP1L1	-0.525166666666667
C19orf2	-0.35575
DCTN1	-0.97625
LIN28B	-2.57016666666667
TNKS2	-0.70425
C1QBP	-0.231375
CADPS2	1.84625
SRMS	0.36725
GJA9	0.350166666666667
MGC24975	-0.6695
TRIM45	-0.317666666666667
TSP50	-0.083
TCP1	-2.5905
TMED7	1.4987
CMA1	0.6105
CENPL	-0.8835
PTCRA	0.982
FST	-4.17175
VWCE	-3.6295
PAWR	0.08175
ABCC12	0.6
LDLR	-1.9247
ASTN2	0.3351
LOC441212	-0.87725
GPATCH8	-0.42825
TANC2	-0.60375
KIF4A	-3.1755
C18orf18	-0.01
PGM1	-1.41375
KIAA0258	0.3795
CPD	-0.1145
SNCAIP	-1.73075
DCT	-3.27133333333333
