Hybridization REF	TCGA-55-1596-01A-01R-0946-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.383166666666667
CREB3L1	0.65875
RPS11	-0.321875
PNMA1	-0.55425
MMP2	-1.45
C10orf90	-2.765
ZHX3	-0.491666666666667
ERCC5	-1.0395
GPR98	-0.211
RXFP3	0.9095
APBB2	-0.5215
PRO0478	-0.948
KLHL13	-4.091
PRSSL1	-1.01516666666667
PDCL3	1.12433333333333
DECR1	0.874625
SALL1	-5.2182
CADM4	-0.520333333333333
RPS18	0.291857142857143
HNRPD	-1.34566666666667
CFHR5	1.38083333333333
SLC10A7	0.601625
OR2K2	0.5495
LMAN1	0.385375
SUHW1	0.02675
CHD8	-0.9338
SUMO1	1.8902
GP1BA	0.3954
DDB1	-1.77116666666667
MYO9B	-0.7139
MMP7	7.1235
CRNKL1	0.149625
C9orf45	-2.72
XAB2	-0.737
RTN1	0.498625
KLHL14	-1.66225
TBX10	-1.2495
CENPQ	0.067
UTY	1.63735714285714
ZBTB12	0.083
DTNBP1	-0.00349999999999998
KBTBD8	-0.68
ZEB1	-1.21266666666667
ZG16	4.26625
MIER1	0.4149
ADAM5P	-0.266
CHD9	-0.6130625
STK16	-0.085
KIAA1486	-0.3455
TOB2	0.9935
BANK1	3.47075
OR2V2	0.12375
GRM2	0.193
PROSC	-0.49175
SPIN2B	-0.65525
PIR	0.967
IPO9	-0.3764
EVC	0.358833333333333
CXCL13	5.939
KIAA1199	-0.0172222222222222
SORL1	0.82375
NAT10	-1.487
CHD1	-0.90775
SYN3	-1.07075
SLC22A2	-0.49175
SERPINF1	-1.635
WDR34	-0.73675
OR7A17	0.4745
C9orf11	-0.1255
RNF216L	0.4906
LHB	-0.064
STK25	-1.1545
TAOK3	-0.105875
LOC152573	-2.2655
C3orf39	0.50325
C14orf108	0.6892
CDC25B	-1.18427272727273
BMP3	1.561
TMEM180	0.627
MAP1LC3C	-0.3635
CRYGC	-1.4615
POU3F1	-1.9968
C20orf32	-1.067
CCDC95	-0.088
HIGD1B	4.7315
USP6NL	0.967375
ABCD4	0.328833333333333
DIMT1L	-0.6465
TEK	1.04242857142857
SLC25A46	-2.63775
LARP7	-1.7483
CD160	0.489333333333333
MT1JP	-1.353
PHF20	-0.872125
CPNE4	-0.94275
GTPBP1	-0.998
RAB33B	-0.249666666666667
ALDOC	-2.455375
ZNF212	-0.03575
NUDT1	-0.480666666666667
RFPL2	1.112
ZNF83	-0.338333333333333
GDPD5	-2.019625
PDCD4	0.88825
CEP350	-0.79725
OR10A2	0.58775
CST7	1.17725
CIAO1	0.10025
SELL	1.505
OR8J3	-0.169
LTBP4	-0.862166666666667
SIRT6	-0.501
CCL19	4.9825
PPIL1	0.9215
GBP7	0.295
STK17A	-0.8381
ABR	-0.72575
OR9G1	0.139
FOXE1	-0.266375
CNGA3	-0.2605
GML	0.3295
CD38	4.54875
ZDHHC6	1.157
NEFH	0.7435
CTDSP2	-0.612666666666667
PGBD5	-2.39566666666667
CCNY	0.349
RMND5B	-0.40175
ZNF257	-3.90825
FLJ22167	-0.217375
EXOSC7	-1.469
ROR2	-1.110375
MAOA	2.599625
TNNT3	-0.00316666666666666
GYPC	-2.07725
C7orf33	0.359
PLIN	-0.00349999999999998
LOC90826	1.00925
RNF4	0.4797
F8A1	1.7315
PLEKHG4	-0.14025
GRB2	-0.3369
HIST1H2AD	-0.7425
DUS3L	-0.188333333333333
EIF1	2.23516666666667
RP5-1077B9.4	-0.561166666666667
FPGT	2.1175
GDF10	-1.00766666666667
COQ9	0.139
GCC2	-0.17
RARRES3	3.026625
PLXNA1	-0.442
KIAA0100	-0.5672
PMF1	-0.0365
FNDC1	5.2735
HS2ST1	0.580333333333333
CRELD2	1.99125
C8G	-1.974
CD82	-0.4965
LIM2	-1.3665
UNQ6490	0.3555
MMP16	-1.286
DRD3	-0.2475
C5orf26	-2.1465
C11orf73	0.93225
PTP4A2	0.136625
OR4M2	0.9355
HPCA	-1.958
SEC14L1	-0.561833333333333
CHFR	1.170125
EMILIN1	0.69575
NDUFS4	0.50825
COL18A1	-0.921625
PDZD3	1.8468
C9orf16	-0.220833333333333
ERBB2IP	-0.426666666666667
EMX2	-0.255
FUS	-2.3995
TF	1.8122
CLCN4	-0.8665
CXorf56	0.75125
C11orf72	0.19525
ELAC2	-1.1655
NPR1	-1.34525
ASS1	-1.45316666666667
USP42	-0.094375
POLR2J	-0.115
SEC23IP	0.980833333333333
UQCRC1	-1.02525
LOC729603	-0.06375
C1orf71	0.860125
POLG	-0.5935
ADAM23	-3.677
TFR2	-1.286
RICTOR	-1.2582
MGC39606	0.22275
C19orf55	-0.52175
SNAPC1	-0.361333333333333
GNA11	-0.163625
CCDC52	0.894833333333333
FSIP1	0.2995
UPF3A	-1.304875
IGSF11	-2.37833333333333
LAGE3	1.89575
CHST6	0.555
UNC13B	0.503875
TTLL4	-1.73325
ZNF687	-0.5595
SDC2	-0.9685
COX7A2	1.49525
LAMB4	1.0935
FAM24A	-0.154
LRRTM3	-1.45633333333333
GPHB5	-0.19475
OR4C13	-0.632
EIF3EIP	-0.194071428571429
HABP4	-1.715
TMEM125	5.05475
CNTN2	-0.347375
ASNSD1	0.33475
FUT4	-0.954125
ACF	-3.959
LOC158381	1.536
CDH8	0.17025
AGPS	0.548333333333333
C4orf18	2.4135
PECI	-0.0475
UNG	0.088875
GSTP1	1.77225
DCUN1D5	0.696333333333333
DKFZP564J0863	-0.12
SLC9A3R1	-0.983875
BCDO2	1.819875
CHMP7	-0.211
REM2	1.224
DNHD1	-0.15375
FKBP4	-1.641625
ZNF350	0.148
MGC11102	-0.32275
BST1	3.73875
KISS1R	0.9255
NCR2	0.4275
DEFB125	-0.319
UBE2W	2.266375
KRT15	1.387375
C10orf99	0.5335
SCN11A	-0.00875000000000001
GFI1	-1.45475
RDHE2	5.04333333333333
FHL1	-2.10683333333333
OSGEP	1.0115
GATA1	-3.77266666666667
SMC6	-0.981
TTTY14	-0.3635
LPIN3	-0.16925
RPL4	-0.9812
RBPMS	-0.5518
PRPF3	-0.906
EMR1	1.6885
SPATA19	0.41775
XCR1	0.3255
IRX3	1.142
RBM6	-1.478
KLF4	0.3224
UNC5CL	2.17925
SEBOX	-0.5835
BTK	-1.2005
KRCC1	1.1845
C6orf27	0.494
SYTL5	-0.059
PRND	1.536125
LOC653319	-0.901
PIGL	-0.599125
HUS1	0.761666666666667
SFRS6	-0.572333333333333
C17orf77	-0.096
UIMC1	-1.20033333333333
FXYD2	-1.5144
LOC283152	2.5055
ZNF667	-2.85975
ZCCHC12	0.266333333333333
TFEC	2.9275
ATP7B	-0.462166666666667
POLD2	-1.75866666666667
RG9MTD1	0.67425
ACOT2	0.141833333333333
HIST1H4I	-0.315375
PPARGC1A	-0.6767
ETFA	0.2006
POLRMT	-1.033
ZNF146	-1.120125
MIA2	3.106
KLHL6	-0.1295
HOXB5	-0.171125
NENF	1.23766666666667
CUGBP1	-0.0055
PRSS22	3.0615
CASC4	2.398
CUL4B	0.368
CENPJ	-1.6262
PITX1	-2.29216666666667
FLJ31033	1.99833333333333
CELSR3	-1.05283333333333
ZNF568	-0.499
ITSN1	-0.976083333333333
EHBP1L1	-1.6085
C19orf2	-0.7345
DCTN1	-1.3545
LIN28B	-2.68566666666667
TNKS2	-0.16075
C1QBP	-0.794375
CADPS2	0.734
SRMS	1.5555
GJA9	0.3055
MGC24975	-0.153666666666667
TRIM45	-0.534333333333333
TSP50	1.45275
TCP1	-1.16675
TMED7	1.2114
CMA1	0.8315
CENPL	0.246166666666667
PTCRA	0.398
FST	-4.92825
VWCE	-4.8335
PAWR	1.4835
ABCC12	-0.471666666666667
LDLR	-1.8665
ASTN2	-0.1178
LOC441212	-0.273
GPATCH8	0.18875
TANC2	-1.26116666666667
KIF4A	-1.201
C18orf18	-0.72625
PGM1	-0.20675
KIAA0258	1.788
CPD	2.476125
SNCAIP	-1.24125
DCT	-4.52866666666667
HLA-DOA	3.05004545454545
OR11L1	0.6915
UPK1B	1.17266666666667
DNAJB4	0.247875
UGT1A8	-0.308
HIST1H4L	-0.1095
PECR	-0.731833333333333
HSPA2	1.2095
WFIKKN1	-2.836
SERP1	1.613375
SYDE2	0.73425
TACR2	0.824
NUP85	-0.397
CD177	4.1255
LGR5	-2.52175
PIGG	0.672166666666667
PTHR1	-2.53016666666667
RAB5A	-0.1035
FLJ13224	0.6035
USP9Y	1.75733333333333
C7orf53	-0.4615
LRP1B	-1.757
XAF1	3.5398
ABCG8	0.207
ANKDD1A	-0.9955
DAND5	-2.1105
SPAG6	2.2655
LINCR	3.559
ZDHHC22	-1.85975
CCDC60	0.576
THOC7	-1.99316666666667
TCTA	0.7722
OR8K3	0.17775
NY-REN-7	-0.3165
B2M	2.197
C6orf141	-0.648875
LPPR4	1.384
SQLE	0.25725
SEPHS1	0.1765
BTBD14B	0.310785714285714
PLRG1	-0.209
SPG7	-0.87725
ZNF614	-0.718833333333333
PARD6G	0.225
INPP5B	-0.9487
GRPEL2	0.426875
PPID	-0.8519
TRIM56	-0.657
UBE2J1	1.223875
IL20RA	3.87975
LOC387856	0.134
C1orf107	0.432333333333333
UTS2R	0.9225
C19orf22	-0.6335
SAFB2	-0.521875
KIAA0652	-0.638375
KLRG1	0.916833333333333
MS4A8B	4.54133333333333
FRAG1	0.424
KIAA1546	-0.07725
E2F4	-0.5821
CLEC4M	0.58
BTBD14A	0.4375
KIAA0999	1.2484
GYPA	-3.51066666666667
TAC1	0.3304
TRAIP	-0.607666666666667
KIAA0232	0.2448
ERCC8	-0.87075
GPX4	0.377375
KIAA0368	-2.070125
GPR157	-0.768
CTAGE4	0.9975
C9orf30	-0.432
OR52A1	-0.0755
HSP90B3P	0.9635
ALG9	-0.017
BTBD10	0.205
SDK2	0.1025
BAIAP3	-0.8625
RABGGTB	-1.087375
ANKRD40	-0.129833333333333
KRT74	-0.1535
CALCOCO2	-0.0881428571428571
SNCA	-3.891
TMSL8	-4.9065
C2orf53	0.681
